id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5
5713a02a13044,24,Female,32,yes,objTwoColors,#FF0000,30,16,982,1,Brown    ,Red      ,0.54,0.08,0.1,0.08,0.1,0.15,0.43,0.43,0.24,0.43,0.43
5713aa57bebec,24,Female,12,no,objTwoColors,#FF0000,0,342,160,5,Red      ,Red      ,0.59,0.02,0.02,0.13,0.13,0.19,0.26,0.26,0.09,0.26,0.26
5713acb331c3c,24,Female,7,no,objTwoColors,#FF0000,56,32,135,1,Green    ,Orange   ,0.47,0.21,0.23,0.08,0.11,0.12,0.57,0.56,0.42,0.56,0.56
5713fc80c942a,23,Female,32,no,objTwoColors,#FF0000,7,0,434,2,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
571410751e7b0,22,Female,12,no,objTwoColors,#FF0000,218,69,195,2,Blue     ,Yellow   ,0.24,0.41,0.23,0.14,0.2,0.11,0.88,0.88,0.8,0.88,0.88
57149713464b1,51,Female,32,no,objTwoColors,#FF0000,0,0,0,1,Red      ,Red      ,0.61,0,0.01,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
57153eb9b4bed,35,Female,31,no,objTwoColors,#FF0000,342,0,166,3,Red      ,Red      ,0.54,0.02,0.05,0.13,0.13,0.19,0.4,0.38,0.2,0.39,0.38
5716e9900f6ea,58,Female,31,no,objTwoColors,#FF0000,56,310,280,3,Green    ,Pink     ,0.66,0,0.22,0.04,0.04,0.01,0.29,0.28,0.43,0.28,0.28
5734d89183dab,19,Female,29,no,objTwoColors,#FF0000,2,7,185,4,Red      ,Red      ,0.6,0.01,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5739ff85289b2,56,Female,25,yes,objTwoColors,#FF0000,150,35,54,2,Teal     ,Yellow   ,0.46,0.4,0.33,0.08,0.21,0.14,0.71,0.7,0.57,0.7,0.7
573a059da0efd,31,Female,32,yes,objTwoColors,#FF0000,0,0,0,1,Red      ,Red      ,0.61,0,0.01,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
573c783748e8b,37,Female,32,yes,objTwoColors,#FF0000,3,354,474,3,Red      ,Red      ,0.6,0,0,0.14,0.15,0.2,0.32,0.31,0.14,0.31,0.31
573ec4275ba17,24,Female,32,yes,objTwoColors,#FF0000,7,5,383,3,Red      ,Red      ,0.59,0.01,0,0.14,0.15,0.2,0.33,0.33,0.15,0.33,0.33
5740a8b59d448,31,Female,32,yes,objTwoColors,#FF0000,0,332,621,4,Red      ,Magenta  ,0.59,0.04,0.04,0.12,0.11,0.17,0.18,0.18,0.01,0.18,0.18
5740bda9be3dc,83,Female,32,yes,objTwoColors,#FF0000,8,0,225,5,Red      ,Red      ,0.6,0,0.01,0.14,0.15,0.2,0.34,0.33,0.15,0.33,0.33
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF0000,353,0,128,3,Red      ,Red      ,0.59,0,0.01,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
57427cf6bad0c,19,Female,32,no,objTwoColors,#FF0000,213,58,249,3,Blue     ,Green    ,0.2,0.42,0.21,0.12,0.18,0.09,0.85,0.84,0.76,0.84,0.84
574511e99b6d9,19,Female,32,no,objTwoColors,#FF0000,353,357,488,5,Red      ,Red      ,0.59,0.01,0.01,0.14,0.15,0.2,0.33,0.33,0.15,0.33,0.33
57451c3b38192,23,Female,32,no,objTwoColors,#FF0000,0,7,216,5,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5745350dc1e22,19,Female,31,no,objTwoColors,#FF0000,4,13,298,5,Red      ,Red      ,0.57,0.01,0,0.13,0.14,0.2,0.32,0.31,0.14,0.31,0.31
5745500f6e643,24,Female,32,no,objTwoColors,#FF0000,7,0,65,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FF0000,1,18,103,3,Red      ,Red      ,0.56,0.02,0,0.12,0.14,0.19,0.31,0.31,0.14,0.31,0.31
5756b2d9bd658,23,Female,32,yes,objTwoColors,#FF0000,2,0,4,4,Red      ,Red      ,0.61,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
5776cc574bf84,45,Female,21,no,objTwoColors,#FF0000,1,0,490,5,Red      ,Red      ,0.61,0,0,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
