id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5
5710ee55dcd72,23,Female,6,no,objTwoColors,#FF0000,25,348,186,4,Orange   ,Red      ,0.57,0.01,0.08,0.11,0.12,0.16,0.38,0.38,0.19,0.38,0.38
5710ee9e58646,25,Female,32,yes,objTwoColors,#FF0000,55,0,367,4,Green    ,Red      ,0.61,0.11,0.22,0.06,0.08,0.12,0.59,0.58,0.39,0.58,0.58
571103343658b,20,Female,32,no,objTwoColors,#FF0000,0,8,26,5,Red      ,Red      ,0.6,0,0,0.14,0.15,0.2,0.32,0.32,0.15,0.32,0.32
57111f6c42412,22,Male,34,no,objTwoColors,#FF0000,355,0,231,5,Red      ,Red      ,0.6,0,0.01,0.15,0.15,0.21,0.34,0.32,0.15,0.33,0.32
5711231e370f2,24,Male,32,yes,objTwoColors,#FF0000,0,15,392,4,Red      ,Red      ,0.57,0.01,0,0.13,0.14,0.19,0.31,0.31,0.14,0.31,0.31
57112da850667,22,Female,47,no,objTwoColors,#FF0000,352,0,131,3,Red      ,Red      ,0.59,0.01,0.02,0.14,0.15,0.2,0.35,0.33,0.15,0.33,0.33
57112edad4a17,23,Male,10,no,objTwoColors,#FF0000,12,0,492,4,Red      ,Red      ,0.6,0.01,0.02,0.14,0.15,0.2,0.36,0.34,0.16,0.34,0.34
57112f7103d57,21,Male,3,no,objTwoColors,#FF0000,3,3,865,5,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
571130c5cd6e9,24,Female,32,no,objTwoColors,#FF0000,4,353,681,2,Red      ,Red      ,0.59,0,0,0.14,0.15,0.2,0.31,0.31,0.14,0.31,0.31
571130d934bda,22,Female,32,no,objTwoColors,#FF0000,3,4,34,5,Red      ,Red      ,0.59,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
571137a34931a,27,Female,25,no,objTwoColors,#FF0000,360,354,613,2,Red      ,Red      ,0.61,0,0,0.14,0.15,0.21,0.32,0.31,0.14,0.31,0.31
57113a5534205,22,Male,31,no,objTwoColors,#FF0000,7,10,180,5,Red      ,Red      ,0.58,0.01,0,0.13,0.14,0.2,0.33,0.33,0.15,0.33,0.33
57113b7f16c4b,22,Male,31,no,objTwoColors,#FF0000,351,350,212,1,Red      ,Red      ,0.58,0.02,0.01,0.14,0.14,0.19,0.32,0.32,0.13,0.32,0.32
57113d9cc42b5,21,Female,12,no,objTwoColors,#FF0000,232,96,108,3,Blue     ,Green    ,0.36,0.4,0.32,0.2,0.24,0.15,0.96,0.97,0.92,0.97,0.97
57113de4aed1a,21,Male,31,no,objTwoColors,#FF0000,21,45,46,4,Red      ,Yellow   ,0.38,0.14,0.05,0.06,0.08,0.12,0.38,0.37,0.27,0.37,0.37
57113e6176346,23,Female,30,no,objTwoColors,#FF0000,0,337,77,3,Red      ,Red      ,0.59,0.03,0.03,0.13,0.12,0.18,0.22,0.22,0.05,0.22,0.22
571151812791a,20,Male,32,yes,objTwoColors,#FF0000,349,9,430,1,Red      ,Red      ,0.56,0,0.02,0.14,0.14,0.19,0.35,0.34,0.16,0.35,0.34
571158157bb3c,20,Male,4,no,objTwoColors,#FF0000,242,282,646,4,Blue     ,Purple   ,0.66,0.53,0.39,0.25,0.4,0.35,0.69,0.7,0.86,0.71,0.7
5711641931da5,20,Female,32,no,objTwoColors,#FF0000,1,0,101,5,Red      ,Red      ,0.61,0,0,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
57116b9b879bf,20,Male,32,no,objTwoColors,#FF0000,343,358,4,3,Red      ,Red      ,0.55,0.02,0.04,0.13,0.13,0.19,0.38,0.38,0.19,0.38,0.38
5711ace2ee7ed,24,Male,32,no,objTwoColors,#FF0000,0,311,72,5,Red      ,Pink     ,0.65,0.12,0.07,0.1,0.09,0.13,0.02,0.02,0.17,0.02,0.02
5711cbde51bb0,24,Male,31,no,objTwoColors,#FF0000,350,0,207,3,Red      ,Red      ,0.58,0.01,0.02,0.14,0.15,0.2,0.35,0.34,0.16,0.34,0.34
571214121717c,22,Male,32,no,objTwoColors,#FF0000,56,0,947,1,Green    ,Red      ,0.61,0.11,0.23,0.05,0.08,0.12,0.6,0.58,0.4,0.58,0.58
5712197fbccd5,24,Female,32,no,objTwoColors,#FF0000,0,324,111,4,Red      ,Magenta  ,0.61,0.07,0.05,0.12,0.1,0.15,0.12,0.12,0.08,0.12,0.12
57121e2a63601,21,Male,31,no,objTwoColors,#FF0000,0,0,0,1,Red      ,Red      ,0.61,0,0.01,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
57122801e1da9,23,Male,17,no,objTwoColors,#FF0000,330,165,291,1,Magenta  ,Green    ,0.36,0.56,0.04,0.1,0.21,0.08,0.42,0.43,0.46,0.43,0.43
57122f7e5768f,23,Male,4,no,objTwoColors,#FF0000,4,0,387,5,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
57123bec83e8e,21,Male,32,no,objTwoColors,#FF0000,356,357,807,5,Red      ,Red      ,0.6,0,0.01,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
57123e4050550,20,Female,40,no,objTwoColors,#FF0000,331,18,600,1,Magenta  ,Red      ,0.4,0.01,0.09,0.1,0.1,0.14,0.46,0.46,0.27,0.46,0.46
571247f66fb51,27,Male,32,no,objTwoColors,#FF0000,3,8,54,5,Red      ,Red      ,0.59,0.01,0,0.14,0.15,0.2,0.32,0.32,0.15,0.32,0.32
571260c120253,22,Male,32,no,objTwoColors,#FF0000,3,0,38,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
57127bcfaafb0,22,Female,32,no,objTwoColors,#FF0000,357,3,342,5,Red      ,Red      ,0.6,0,0.01,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5712bd55a8a13,27,Female,32,no,objTwoColors,#FF0000,12,0,40,5,Red      ,Red      ,0.6,0.01,0.02,0.14,0.15,0.2,0.36,0.34,0.16,0.34,0.34
5712c2b021f58,22,Female,32,no,objTwoColors,#FF0000,2,0,2,5,Red      ,Red      ,0.61,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
5713923c1bbc7,24,Female,27,no,objTwoColors,#FF0000,228,288,623,2,Blue     ,Navy-Blue,0.63,0.54,0.33,0.23,0.38,0.33,0.65,0.66,0.82,0.67,0.66
5713a02a13044,24,Female,32,yes,objTwoColors,#FF0000,30,16,982,1,Brown    ,Red      ,0.54,0.08,0.1,0.08,0.1,0.15,0.43,0.43,0.24,0.43,0.43
5713aa57bebec,24,Female,12,no,objTwoColors,#FF0000,0,342,160,5,Red      ,Red      ,0.59,0.02,0.02,0.13,0.13,0.19,0.26,0.26,0.09,0.26,0.26
5713acb331c3c,24,Female,7,no,objTwoColors,#FF0000,56,32,135,1,Green    ,Orange   ,0.47,0.21,0.23,0.08,0.11,0.12,0.57,0.56,0.42,0.56,0.56
5713fc80c942a,23,Female,32,no,objTwoColors,#FF0000,7,0,434,2,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
571410751e7b0,22,Female,12,no,objTwoColors,#FF0000,218,69,195,2,Blue     ,Yellow   ,0.24,0.41,0.23,0.14,0.2,0.11,0.88,0.88,0.8,0.88,0.88
572106a31c230,24,Male,16,no,objTwoColors,#FF0000,121,52,305,3,Green    ,Green    ,0.46,0.38,0.36,0.13,0.25,0.2,0.75,0.76,0.66,0.76,0.76
572767049ccfa,24,Male,32,yes,objTwoColors,#FF0000,317,59,134,3,Pink     ,Green    ,0.06,0.01,0.15,0.04,0.02,0.02,0.6,0.6,0.51,0.6,0.6
572c85675a5ef,23,Male,32,yes,objTwoColors,#FF0000,3,4,6,5,Red      ,Red      ,0.59,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5734918f46823,26,Male,32,no,objTwoColors,#FF0000,0,4,3,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5734aa4c927a8,22,Male,15,no,objTwoColors,#FF0000,3,50,145,2,Red      ,Green    ,0.36,0.1,0,0.06,0.08,0.12,0.32,0.32,0.24,0.32,0.32
5735d3455a84c,29,Male,32,no,objTwoColors,#FF0000,7,7,18,5,Red      ,Red      ,0.59,0.01,0,0.14,0.14,0.2,0.33,0.33,0.15,0.33,0.33
5738cf3d97a58,23,Male,32,no,objTwoColors,#FF0000,8,6,53,5,Red      ,Red      ,0.59,0.01,0.01,0.14,0.14,0.2,0.33,0.33,0.15,0.33,0.33
573e4022949b1,24,Male,32,yes,objTwoColors,#FF0000,2,0,53,5,Red      ,Red      ,0.61,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
573e47c26cb8e,24,Male,32,yes,objTwoColors,#FF0000,67,295,329,2,Yellow   ,Pink     ,0.73,0,0.26,0.08,0.07,0.05,0.37,0.38,0.55,0.38,0.38
573e4d0eb795b,24,Male,32,yes,objTwoColors,#FF0000,5,0,21,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.32,0.15,0.32,0.32
573ec4275ba17,24,Female,32,yes,objTwoColors,#FF0000,7,5,383,3,Red      ,Red      ,0.59,0.01,0,0.14,0.15,0.2,0.33,0.33,0.15,0.33,0.33
573edae85268b,27,Male,32,yes,objTwoColors,#FF0000,3,0,1064,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
574297edae49c,24,Male,32,no,objTwoColors,#FF0000,7,7,36,5,Red      ,Red      ,0.59,0.01,0,0.14,0.14,0.2,0.33,0.33,0.15,0.33,0.33
57451c3b38192,23,Female,32,no,objTwoColors,#FF0000,0,7,216,5,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5745500f6e643,24,Female,32,no,objTwoColors,#FF0000,7,0,65,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
57459c393bbd0,29,Male,31,no,objTwoColors,#FF0000,9,3,154,4,Red      ,Red      ,0.6,0.01,0.01,0.14,0.15,0.2,0.34,0.33,0.15,0.33,0.33
5756ab1701ba0,21,Male,32,yes,objTwoColors,#FF0000,308,59,388,5,Pink     ,Green    ,0,0,0.2,0.05,0.04,0.01,0.66,0.66,0.57,0.66,0.66
5756ae6897296,21,Male,32,yes,objTwoColors,#FF0000,250,297,589,5,Blue     ,Pink     ,0.6,0.49,0.39,0.21,0.36,0.32,0.6,0.62,0.78,0.62,0.62
5756b2d9bd658,23,Female,32,yes,objTwoColors,#FF0000,2,0,4,4,Red      ,Red      ,0.61,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
5757fd2703090,22,Male,32,yes,objTwoColors,#FF0000,1,0,43,5,Red      ,Red      ,0.61,0,0,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#FF0000,5,0,1,5,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.32,0.15,0.32,0.32
57581518c2c07,25,Male,32,yes,objTwoColors,#FF0000,41,317,143,2,Yellow   ,Pink     ,0.61,0,0.17,0.03,0.04,0.05,0.25,0.25,0.3,0.25,0.25
57582b17cd76a,26,Male,32,yes,objTwoColors,#FF0000,5,0,11,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.32,0.15,0.32,0.32
