id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5
5710cd289f4c3,46,Female,1,no,objTwoColors,#FF0000,0,0,0,0,Red      ,Red      ,0.61,0,0.01,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
57110028bc74b,48,Female,32,no,objTwoColors,#FF0000,0,37,50,3,Red      ,Yellow   ,0.44,0.05,0.01,0.08,0.11,0.14,0.3,0.3,0.18,0.3,0.3
57112d8509632,45,Female,32,no,objTwoColors,#FF0000,5,5,31,5,Red      ,Red      ,0.59,0.01,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
571154184c9bd,47,Female,32,no,objTwoColors,#FF0000,344,54,395,1,Red      ,Green    ,0.29,0.06,0.03,0.03,0.06,0.09,0.38,0.38,0.29,0.38,0.38
571183866d73f,48,Female,32,no,objTwoColors,#FF0000,59,36,105,5,Green    ,Yellow   ,0.46,0.23,0.24,0.08,0.13,0.12,0.58,0.57,0.44,0.57,0.57
571290e28820b,43,Female,10,no,objTwoColors,#FF0000,4,5,161,3,Red      ,Red      ,0.59,0.01,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5713b10383207,40,Male,32,no,objTwoColors,#FF0000,288,57,661,2,Navy-Blue,Green    ,0.11,0.01,0.27,0.08,0.07,0.05,0.75,0.76,0.66,0.76,0.76
573664e1a4a96,49,Male,18,no,objTwoColors,#FF0000,314,49,67,3,Pink     ,Green    ,0.09,0,0.17,0.02,0.03,0.03,0.6,0.6,0.49,0.6,0.6
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF0000,56,245,508,4,Green    ,Blue     ,0.85,0.16,0.22,0.12,0.18,0.1,0.5,0.51,0.67,0.51,0.51
5740ad339507d,40,Male,32,yes,objTwoColors,#FF0000,275,54,584,2,Blue     ,Green    ,0.18,0.05,0.3,0.09,0.1,0.07,0.81,0.81,0.71,0.81,0.81
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF0000,353,0,128,3,Red      ,Red      ,0.59,0,0.01,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
5776cc574bf84,45,Female,21,no,objTwoColors,#FF0000,1,0,490,5,Red      ,Red      ,0.61,0,0,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
