id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8,distance_pair9
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#FF007F,326,331,984,5,Magenta  ,Magenta  ,0.62,0.01,0.07,0.16,0.18,0.12,0.36,0.36,0.19,0.36,0.36,0.39,0.38,0.29,0.37
5710cbe10cade,21,Male,15,no,objTwoColors,#FF007F,307,340,142,3,Pink     ,Red      ,0.48,0.05,0.19,0.15,0.17,0.11,0.57,0.56,0.38,0.57,0.56,0.26,0.27,0.41,0.26
5710cc2b8a642,24,Male,16,no,objTwoColors,#FF007F,312,339,366,4,Pink     ,Red      ,0.51,0.04,0.16,0.16,0.17,0.12,0.54,0.53,0.34,0.53,0.53,0.29,0.28,0.38,0.27
5710cc5a7829c,27,Male,32,no,objTwoColors,#FF007F,334,0,115,4,Magenta  ,Red      ,0.7,0.12,0.1,0.2,0.26,0.21,0.46,0.44,0.26,0.44,0.44,0.48,0.47,0.27,0.45
5710cd99df604,23,Female,32,no,objTwoColors,#FF007F,10,322,474,3,Red      ,Magenta  ,0.82,0.12,0.13,0.19,0.23,0.17,0.12,0.11,0.09,0.11,0.11,0.6,0.6,0.41,0.59
5710ce6c1308c,23,Female,32,no,objTwoColors,#FF007F,355,300,66,4,Red      ,Pink     ,0.9,0.02,0.14,0.16,0.19,0.13,0.05,0.06,0.23,0.07,0.06,0.68,0.68,0.5,0.68
5710ceb320fdf,23,Male,15,no,objTwoColors,#FF007F,0,327,221,5,Red      ,Magenta  ,0.82,0.1,0.11,0.2,0.24,0.19,0.14,0.14,0.05,0.14,0.14,0.6,0.58,0.39,0.57
5710cf445718e,25,Male,32,no,objTwoColors,#FF007F,356,58,661,3,Red      ,Green    ,0.56,0.15,0.06,0.14,0.2,0.17,0.35,0.34,0.27,0.34,0.34,0.33,0.32,0.17,0.32
5710d140b7c5a,26,Male,32,no,objTwoColors,#FF007F,17,0,230,3,Red      ,Red      ,0.81,0.15,0.1,0.22,0.28,0.24,0.38,0.36,0.18,0.36,0.36,0.59,0.58,0.38,0.56
5710d71ff24c3,20,Female,32,no,objTwoColors,#FF007F,3,275,209,3,Red      ,Blue     ,1,0.09,0.16,0.11,0.17,0.12,0.16,0.18,0.35,0.18,0.18,0.77,0.77,0.6,0.77
