id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8,distance_pair9
57112ebc85ba1,18,Female,32,no,objTwoColors,#FF007F,9,0,172,5,Red      ,Red      ,0.83,0.16,0.08,0.23,0.29,0.25,0.35,0.33,0.15,0.33,0.33,0.6,0.59,0.39,0.57
5711348e42f02,19,Female,32,no,objTwoColors,#FF007F,355,231,134,4,Red      ,Blue     ,1.05,0.24,0.15,0.09,0.19,0.12,0.24,0.25,0.42,0.26,0.25,0.83,0.83,0.66,0.83
57113d4d93c81,18,Female,32,no,objTwoColors,#FF007F,348,0,73,4,Red      ,Red      ,0.8,0.15,0.06,0.23,0.29,0.24,0.36,0.35,0.16,0.35,0.35,0.57,0.56,0.36,0.54
5711703bd85fc,18,Female,32,no,objTwoColors,#FF007F,9,55,129,5,Red      ,Green    ,0.57,0.17,0.08,0.14,0.19,0.17,0.35,0.34,0.26,0.34,0.34,0.34,0.33,0.16,0.32
5712a254e00f7,18,Female,18,no,objTwoColors,#FF007F,0,344,368,3,Red      ,Red      ,0.81,0.14,0.08,0.22,0.28,0.23,0.27,0.27,0.1,0.27,0.27,0.59,0.57,0.38,0.56
5734d89183dab,19,Female,29,no,objTwoColors,#FF007F,357,195,105,4,Red      ,Sky-Blue ,0.89,0.32,0.13,0.03,0.07,0.02,0.17,0.19,0.32,0.19,0.19,0.66,0.66,0.49,0.66
5736048bb110b,19,Male,32,no,objTwoColors,#FF007F,2,197,89,5,Red      ,LI-Blue  ,0.9,0.3,0.14,0.03,0.07,0.02,0.17,0.18,0.33,0.18,0.18,0.68,0.67,0.5,0.67
573634984323e,19,Male,32,no,objTwoColors,#FF007F,335,329,185,4,Red      ,Magenta  ,0.69,0.02,0.06,0.17,0.2,0.14,0.28,0.28,0.14,0.28,0.28,0.47,0.47,0.27,0.46
57366c199283c,19,Male,32,no,objTwoColors,#FF007F,5,169,123,3,Red      ,Green    ,0.76,0.35,0.11,0.05,0.02,0.09,0.25,0.25,0.31,0.25,0.25,0.53,0.53,0.37,0.54
57427cf6bad0c,19,Female,32,no,objTwoColors,#FF007F,19,0,356,1,Red      ,Red      ,0.81,0.15,0.11,0.21,0.28,0.23,0.39,0.37,0.19,0.37,0.37,0.59,0.58,0.38,0.56
5744dce84ffa5,16,Male,13,no,objTwoColors,#FF007F,353,0,161,2,Red      ,Red      ,0.82,0.15,0.06,0.24,0.29,0.25,0.34,0.33,0.15,0.33,0.33,0.59,0.58,0.38,0.56
574511e99b6d9,19,Female,32,no,objTwoColors,#FF007F,9,231,65,4,Red      ,Blue     ,1.06,0.2,0.17,0.08,0.17,0.11,0.25,0.26,0.42,0.26,0.26,0.83,0.83,0.66,0.83
5745c1c07cc0c,18,Other,31,no,objTwoColors,#FF007F,189,352,253,3,Cyan     ,Red      ,0.49,0.34,0.29,0.03,0.07,0.02,0.74,0.74,0.55,0.74,0.74,0.45,0.45,0.55,0.44
5745f6f039dc9,15,Male,33,no,objTwoColors,#FF007F,0,0,0,4,Red      ,Red      ,0.83,0.16,0.07,0.24,0.3,0.25,0.33,0.32,0.15,0.32,0.32,0.61,0.59,0.39,0.57
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#FF007F,326,331,984,5,Magenta  ,Magenta  ,0.62,0.01,0.07,0.16,0.18,0.12,0.36,0.36,0.19,0.36,0.36,0.39,0.38,0.29,0.37
5710cbe10cade,21,Male,15,no,objTwoColors,#FF007F,307,340,142,3,Pink     ,Red      ,0.48,0.05,0.19,0.15,0.17,0.11,0.57,0.56,0.38,0.57,0.56,0.26,0.27,0.41,0.26
5710cc2b8a642,24,Male,16,no,objTwoColors,#FF007F,312,339,366,4,Pink     ,Red      ,0.51,0.04,0.16,0.16,0.17,0.12,0.54,0.53,0.34,0.53,0.53,0.29,0.28,0.38,0.27
5710cc5a7829c,27,Male,32,no,objTwoColors,#FF007F,334,0,115,4,Magenta  ,Red      ,0.7,0.12,0.1,0.2,0.26,0.21,0.46,0.44,0.26,0.44,0.44,0.48,0.47,0.27,0.45
5710cd99df604,23,Female,32,no,objTwoColors,#FF007F,10,322,474,3,Red      ,Magenta  ,0.82,0.12,0.13,0.19,0.23,0.17,0.12,0.11,0.09,0.11,0.11,0.6,0.6,0.41,0.59
5710ce6c1308c,23,Female,32,no,objTwoColors,#FF007F,355,300,66,4,Red      ,Pink     ,0.9,0.02,0.14,0.16,0.19,0.13,0.05,0.06,0.23,0.07,0.06,0.68,0.68,0.5,0.68
5710ceb320fdf,23,Male,15,no,objTwoColors,#FF007F,0,327,221,5,Red      ,Magenta  ,0.82,0.1,0.11,0.2,0.24,0.19,0.14,0.14,0.05,0.14,0.14,0.6,0.58,0.39,0.57
5710cf445718e,25,Male,32,no,objTwoColors,#FF007F,356,58,661,3,Red      ,Green    ,0.56,0.15,0.06,0.14,0.2,0.17,0.35,0.34,0.27,0.34,0.34,0.33,0.32,0.17,0.32
5710d140b7c5a,26,Male,32,no,objTwoColors,#FF007F,17,0,230,3,Red      ,Red      ,0.81,0.15,0.1,0.22,0.28,0.24,0.38,0.36,0.18,0.36,0.36,0.59,0.58,0.38,0.56
5710d71ff24c3,20,Female,32,no,objTwoColors,#FF007F,3,275,209,3,Red      ,Blue     ,1,0.09,0.16,0.11,0.17,0.12,0.16,0.18,0.35,0.18,0.18,0.77,0.77,0.6,0.77
5710d9dcc23f0,21,Male,18,no,objTwoColors,#FF007F,327,320,43,3,Magenta  ,Pink     ,0.66,0.05,0.06,0.16,0.17,0.11,0.27,0.27,0.27,0.27,0.27,0.43,0.42,0.32,0.42
5710dc97aac05,20,Male,6,no,objTwoColors,#FF007F,353,254,428,1,Red      ,Blue     ,1.05,0.19,0.15,0.1,0.18,0.12,0.23,0.25,0.41,0.25,0.25,0.82,0.82,0.64,0.82
5710e60f69205,24,Female,31,no,objTwoColors,#FF007F,342,0,713,2,Red      ,Red      ,0.76,0.14,0.07,0.22,0.28,0.23,0.4,0.38,0.2,0.39,0.38,0.54,0.53,0.33,0.51
5710ea84d4c6f,25,Male,5,no,objTwoColors,#FF007F,308,352,833,3,Pink     ,Red      ,0.5,0,0.22,0.16,0.19,0.14,0.63,0.63,0.44,0.63,0.63,0.27,0.28,0.42,0.27
5710ee3fd83e6,23,Male,7,no,objTwoColors,#FF007F,0,328,119,5,Red      ,Magenta  ,0.82,0.11,0.11,0.2,0.25,0.2,0.15,0.15,0.04,0.15,0.15,0.6,0.58,0.39,0.57
5710ee9e58646,25,Female,32,yes,objTwoColors,#FF007F,226,355,333,3,Blue     ,Red      ,0.3,0.25,0.32,0.09,0.18,0.1,0.86,0.86,0.67,0.86,0.86,0.5,0.5,0.65,0.49
571103343658b,20,Female,32,no,objTwoColors,#FF007F,327,330,185,4,Magenta  ,Magenta  ,0.63,0.01,0.07,0.16,0.18,0.12,0.35,0.35,0.19,0.35,0.35,0.4,0.39,0.28,0.39
5711149df2d2a,20,Male,7,no,objTwoColors,#FF007F,4,167,509,5,Red      ,Green    ,0.75,0.35,0.1,0.06,0.02,0.1,0.25,0.26,0.32,0.26,0.26,0.52,0.52,0.37,0.53
57111f6c42412,22,Male,34,no,objTwoColors,#FF007F,331,0,107,5,Magenta  ,Red      ,0.68,0.11,0.11,0.2,0.25,0.2,0.48,0.47,0.28,0.47,0.47,0.45,0.44,0.26,0.42
5711231e370f2,24,Male,32,yes,objTwoColors,#FF007F,342,0,1084,4,Red      ,Red      ,0.76,0.14,0.07,0.22,0.28,0.23,0.4,0.38,0.2,0.39,0.38,0.54,0.53,0.33,0.51
571128aba60e2,22,Female,5,no,objTwoColors,#FF007F,344,0,130,3,Red      ,Red      ,0.78,0.14,0.07,0.22,0.28,0.23,0.38,0.37,0.19,0.37,0.37,0.55,0.54,0.34,0.52
57112a657ac25,20,Female,24,no,objTwoColors,#FF007F,329,0,63,3,Magenta  ,Red      ,0.66,0.11,0.12,0.2,0.25,0.2,0.5,0.48,0.3,0.49,0.48,0.44,0.43,0.28,0.41
57112cec29456,26,Male,11,no,objTwoColors,#FF007F,3,223,70,5,Red      ,Blue     ,1.04,0.24,0.16,0.08,0.16,0.09,0.21,0.23,0.4,0.23,0.23,0.81,0.81,0.63,0.81
57112da850667,22,Female,47,no,objTwoColors,#FF007F,284,352,256,3,Purple   ,Red      ,0.38,0.1,0.3,0.13,0.17,0.12,0.75,0.75,0.56,0.75,0.75,0.39,0.4,0.54,0.39
57112edad4a17,23,Male,10,no,objTwoColors,#FF007F,2,0,55,4,Red      ,Red      ,0.83,0.16,0.07,0.24,0.29,0.25,0.33,0.32,0.15,0.32,0.32,0.61,0.59,0.39,0.57
5711300507308,21,Female,13,no,objTwoColors,#FF007F,34,52,348,5,Yellow   ,Green    ,0.54,0.2,0.19,0.14,0.17,0.17,0.47,0.47,0.38,0.47,0.47,0.33,0.32,0.17,0.31
571130c5cd6e9,24,Female,32,no,objTwoColors,#FF007F,12,184,102,3,Red      ,Blue     ,0.82,0.38,0.13,0.03,0.02,0.05,0.22,0.22,0.32,0.22,0.22,0.6,0.6,0.44,0.6
571130d934bda,22,Female,32,no,objTwoColors,#FF007F,301,56,162,4,Pink     ,Green    ,0.2,0.16,0.26,0.05,0.12,0.03,0.69,0.69,0.6,0.69,0.69,0.04,0.05,0.24,0.05
571137a34931a,27,Female,25,no,objTwoColors,#FF007F,7,0,45,2,Red      ,Red      ,0.83,0.16,0.07,0.23,0.29,0.25,0.34,0.33,0.15,0.33,0.33,0.6,0.59,0.39,0.57
571138253c724,21,Male,8,no,objTwoColors,#FF007F,181,10,363,3,Blue     ,Red      ,0.53,0.37,0.32,0.04,0.03,0.06,0.74,0.73,0.55,0.74,0.73,0.46,0.46,0.53,0.45
57113a5534205,22,Male,31,no,objTwoColors,#FF007F,5,223,410,5,Red      ,Blue     ,1.04,0.23,0.16,0.08,0.16,0.09,0.22,0.23,0.4,0.23,0.23,0.81,0.81,0.63,0.81
