id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2
5710d8ca226a2,21,Male,4,no,objTwoColors,#FF8000,0,40,86,4,Red      ,Yellow   ,0.09,0.06,0.09,0.04,0.04,0.06,0.72,0.72
5710e60f69205,24,Female,31,no,objTwoColors,#FF8000,11,53,297,4,Red      ,Green    ,0.05,0.01,0.08,0.02,0.03,0.01,0.72,0.71
5710ee9e58646,25,Female,32,yes,objTwoColors,#FF8000,4,55,311,5,Red      ,Green    ,0.02,0,0.08,0.02,0.02,0.01,0.74,0.73
571103343658b,20,Female,32,no,objTwoColors,#FF8000,32,32,77,5,Orange   ,Orange   ,0.28,0.01,0.11,0.02,0.03,0.03,0.58,0.57
5711149df2d2a,20,Male,7,no,objTwoColors,#FF8000,101,54,216,5,Green    ,Green    ,0.44,0.22,0.34,0.14,0.26,0.18,0.33,0.33
57111f6c42412,22,Male,34,no,objTwoColors,#FF8000,34,0,68,5,Yellow   ,Red      ,0.43,0.08,0.12,0.06,0.06,0.08,0.59,0.58
5711231e370f2,24,Male,32,yes,objTwoColors,#FF8000,0,38,306,4,Red      ,Yellow   ,0.11,0.07,0.09,0.04,0.05,0.07,0.71,0.72
57112da850667,22,Female,47,no,objTwoColors,#FF8000,8,55,281,5,Red      ,Green    ,0.03,0.01,0.08,0.03,0.03,0.01,0.73,0.72
57112edad4a17,23,Male,10,no,objTwoColors,#FF8000,7,59,44,5,Red      ,Green    ,0.01,0.02,0.08,0.03,0.04,0.01,0.74,0.74
57112f57403ee,25,Female,14,no,objTwoColors,#FF8000,46,8,152,4,Green    ,Red      ,0.49,0.02,0.18,0.02,0.01,0.03,0.51,0.51
5711300507308",21,Female,13,no,objTwoColors,#FF8000,4,59,275,3,Red      ,Green    ,0,0.01,0.08,0.03,0.03,0.01,0.75,0.74
571130c5cd6e9,24,Female,32,no,objTwoColors,#FF8000,25,0,294,5,Orange   ,Red      ,0.37,0.1,0.09,0.09,0.08,0.11,0.65,0.63
571130d934bda,22,Female,32,no,objTwoColors,#FF8000,9,56,140,4,Red      ,Green    ,0.03,0.02,0.08,0.03,0.03,0.01,0.73,0.72
57113a5534205,22,Male,31,no,objTwoColors,#FF8000,4,54,123,5,Red      ,Green    ,0.02,0.01,0.08,0.02,0.02,0.01,0.74,0.73
57113b7f16c4b,22,Male,31,no,objTwoColors,#FF8000,4,67,473,4,Red      ,Yellow   ,0.03,0.03,0.08,0.04,0.05,0.02,0.76,0.76
57113de4aed1a,21,Male,31,no,objTwoColors,#FF8000,3,49,100,4,Red      ,Green    ,0.05,0.03,0.08,0.01,0.01,0.03,0.73,0.72
57113e3362c9f,24,Male,6,no,objTwoColors,#FF8000,342,55,592,3,Red      ,Green    ,0.09,0.07,0.12,0.05,0.03,0.04,0.72,0.72
57113e6176346,23,Female,30,no,objTwoColors,#FF8000,4,58,257,5,Red      ,Green    ,0.01,0.01,0.08,0.03,0.03,0.01,0.75,0.74
571151812791a,20,Male,32,yes,objTwoColors,#FF8000,2,57,247,3,Red      ,Green    ,0.01,0,0.08,0.03,0.02,0.01,0.74,0.74
5711641931da5,20,Female,32,no,objTwoColors,#FF8000,53,5,118,5,Green    ,Red      ,0.52,0.01,0.21,0.02,0.02,0.02,0.48,0.47
57116b9b879bf,20,Male,32,no,objTwoColors,#FF8000,8,57,158,4,Red      ,Green    ,0.02,0.02,0.08,0.03,0.03,0.01,0.73,0.73
57119224388ef,24,Male,31,no,objTwoColors,#FF8000,59,357,0,5,Green    ,Red      ,0.56,0.01,0.23,0.03,0.02,0.01,0.45,0.45
5711ace2ee7ed,24,Male,32,no,objTwoColors,#FF8000,59,7,66,5,Green    ,Red      ,0.55,0.02,0.23,0.03,0.04,0.01,0.45,0.45
5711cbde51bb0,24,Male,31,no,objTwoColors,#FF8000,351,59,125,4,Red      ,Green    ,0.02,0.03,0.1,0.04,0.03,0.02,0.74,0.74
571210e10d88b,23,Male,19,no,objTwoColors,#FF8000,27,0,105,5,Orange   ,Red      ,0.38,0.09,0.09,0.08,0.08,0.11,0.64,0.62
571214121717c,22,Male,32,no,objTwoColors,#FF8000,60,2,85,5,Green    ,Red      ,0.56,0.01,0.24,0.03,0.03,0.01,0.46,0.44
5712197fbccd5,24,Female,32,no,objTwoColors,#FF8000,0,48,27,4,Red      ,Green    ,0.05,0.04,0.09,0.02,0.02,0.03,0.73,0.73
57121e2a63601,21,Male,31,no,objTwoColors,#FF8000,0,0,0,1,Red      ,Red      ,0.28,0.12,0.09,0.12,0.11,0.16,0.74,0.73
57122801e1da9,23,Male,17,no,objTwoColors,#FF8000,57,15,106,5,Green    ,Red      ,0.51,0.04,0.23,0.03,0.05,0.01,0.45,0.45
57123bec83e8e,21,Male,32,no,objTwoColors,#FF8000,59,6,289,5,Green    ,Red      ,0.55,0.02,0.23,0.03,0.04,0.01,0.45,0.45
57123e4050550,20,Female,40,no,objTwoColors,#FF8000,4,58,281,4,Red      ,Green    ,0.01,0.01,0.08,0.03,0.03,0.01,0.75,0.74
57123e4050550,20,Female,40,no,objTwoColors,#FF8000,0,48,402,3,Red      ,Green    ,0.05,0.04,0.09,0.02,0.02,0.03,0.73,0.73
571247f66fb51,27,Male,32,no,objTwoColors,#FF8000,7,53,228,4,Red      ,Green    ,0.04,0,0.08,0.02,0.02,0.01,0.73,0.73
571260c120253,22,Male,32,no,objTwoColors,#FF8000,9,59,60,2,Red      ,Green    ,0.02,0.03,0.08,0.03,0.04,0.01,0.74,0.73
57127bcfaafb0,22,Female,32,no,objTwoColors,#FF8000,9,52,81,5,Red      ,Green    ,0.05,0,0.08,0.02,0.02,0.01,0.72,0.72
5712bd55a8a13,27,Female,32,no,objTwoColors,#FF8000,7,59,172,3,Red      ,Green    ,0.01,0.02,0.08,0.03,0.04,0.01,0.74,0.74
5712c2b021f58,22,Female,32,no,objTwoColors,#FF8000,57,9,48,5,Green    ,Red      ,0.53,0.02,0.23,0.03,0.04,0.01,0.46,0.46
5712c57f97f25,25,Female,31,no,objTwoColors,#FF8000,5,53,69,5,Red      ,Green    ,0.04,0.01,0.08,0.02,0.02,0.02,0.74,0.73
5712d16eb8094,22,Male,5,no,objTwoColors,#FF8000,8,0,176,5,Red      ,Red      ,0.29,0.12,0.08,0.12,0.11,0.15,0.73,0.71
5713923c1bbc7,24,Female,27,no,objTwoColors,#FF8000,56,12,196,2,Green    ,Red      ,0.52,0.03,0.22,0.03,0.04,0.01,0.47,0.46
5713a02a13044,24,Female,32,yes,objTwoColors,#FF8000,56,354,183,4,Green    ,Red      ,0.55,0.03,0.22,0.03,0.02,0.01,0.47,0.45
5713fc80c942a,23,Female,32,no,objTwoColors,#FF8000,58,1,50,5,Green    ,Red      ,0.55,0,0.23,0.03,0.02,0.01,0.47,0.45
572106a31c230,24,Male,16,no,objTwoColors,#FF8000,5,53,117,3,Red      ,Green    ,0.04,0.01,0.08,0.02,0.02,0.02,0.74,0.73
572767049ccfa,24,Male,32,yes,objTwoColors,#FF7200,9,58,71,4,Red      ,Green    ,0.03,0.02,0.08,0.03,0.04,0.01,0.74,0.73
57277ba3c5a5c,20,Male,8,no,objTwoColors,#FF8000,5,58,157,5,Red      ,Green    ,0.02,0.01,0.08,0.03,0.03,0.01,0.75,0.74
572934019041e,20,Female,6,no,objTwoColors,#FF8000,18,48,264,5,Red      ,Green    ,0.1,0.02,0.07,0.02,0.03,0.01,0.68,0.67
572baa7f9493c,20,Female,10,no,objTwoColors,#FF8000,0,44,31,3,Red      ,Yellow   ,0.07,0.05,0.09,0.03,0.03,0.05,0.72,0.72
572c85675a5ef,23,Male,32,yes,objTwoColors,#FF8000,8,173,80,3,Red      ,Green    ,0.24,0.27,0.04,0.12,0.23,0.12,0.63,0.63
5734918f46823,26,Male,32,no,objTwoColors,#FF8000,58,14,44,4,Green    ,Red      ,0.52,0.04,0.23,0.03,0.05,0.01,0.45,0.44
5735d3455a84c,29,Male,32,no,objTwoColors,#FF8000,48,353,95,4,Green    ,Red      ,0.5,0.06,0.19,0.02,0.02,0.03,0.49,0.49
573678e895606,27,Male,2,no,objTwoColors,#FF8000,59,1,126,5,Green    ,Red      ,0.56,0,0.23,0.03,0.03,0.01,0.46,0.45
5738cf3d97a58,23,Male,32,no,objTwoColors,#FF8000,0,45,306,4,Red      ,Yellow   ,0.07,0.05,0.09,0.02,0.03,0.04,0.72,0.72
573a0b8280839,29,Male,21,yes,objTwoColors,#FF7200,52,42,44,3,Green    ,Yellow   ,0.33,0.1,0.21,0.07,0.11,0.06,0.47,0.47
573e4022949b1,24,Male,32,yes,objTwoColors,#FF7200,24,0,53,5,Orange   ,Red      ,0.37,0.1,0.08,0.09,0.08,0.12,0.66,0.64
573e47c26cb8e,24,Male,32,yes,objTwoColors,#FF7200,18,47,44,3,Red      ,Green    ,0.11,0.02,0.07,0.02,0.03,0.02,0.68,0.67
573e4d0eb795b,24,Male,32,yes,objTwoColors,#FF7200,7,0,100,3,Red      ,Red      ,0.29,0.12,0.08,0.12,0.11,0.16,0.73,0.72
573ec4275ba17,24,Female,32,yes,objTwoColors,#FF7200,7,56,82,3,Red      ,Green    ,0.02,0.01,0.08,0.03,0.03,0.01,0.73,0.73
573edae85268b,27,Male,32,yes,objTwoColors,#FF7200,2,44,103,4,Red      ,Yellow   ,0.07,0.04,0.09,0.03,0.03,0.05,0.72,0.71
574297edae49c,24,Male,32,no,objTwoColors,#FF8000,3,51,36,4,Red      ,Green    ,0.04,0.02,0.08,0.01,0.01,0.02,0.73,0.73
57451c3b38192,23,Female,32,no,objTwoColors,#FF8000,0,30,50,5,Red      ,Brown    ,0.16,0.09,0.09,0.07,0.07,0.1,0.71,0.71
5745500f6e643,24,Female,32,no,objTwoColors,#FF8000,4,55,114,5,Red      ,Green    ,0.02,0,0.08,0.02,0.02,0.01,0.74,0.73
57459c393bbd0,29,Male,31,no,objTwoColors,#FF8000,55,3,112,4,Green    ,Red      ,0.54,0.01,0.22,0.02,0.02,0.01,0.47,0.46
5756ab1701ba0,21,Male,32,yes,objTwoColors,#FF7200,0,20,39,4,Red      ,Red      ,0.22,0.1,0.09,0.1,0.09,0.13,0.72,0.72
5756ae6897296,21,Male,32,yes,objTwoColors,#FF7200,58,44,140,4,Green    ,Yellow   ,0.34,0.12,0.23,0.08,0.13,0.08,0.45,0.44
5756b2d9bd658,23,Female,32,yes,objTwoColors,#FF7200,2,59,132,5,Red      ,Green    ,0,0,0.08,0.03,0.03,0.01,0.75,0.74
5757fd2703090,22,Male,32,yes,objTwoColors,#FF8000,6,59,60,5,Red      ,Green    ,0.01,0.02,0.08,0.03,0.04,0.01,0.74,0.74
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#FF8000,1,56,65,4,Red      ,Green    ,0.01,0.01,0.09,0.02,0.02,0.01,0.74,0.74
57581518c2c07,25,Male,32,yes,objTwoColors,#FF8000,58,350,303,4,Green    ,Red      ,0.54,0.04,0.23,0.03,0.03,0.02,0.44,0.43
57582b17cd76a,26,Male,32,yes,objTwoColors,#FF8000,15,57,54,4,Red      ,Green    ,0.05,0.04,0.07,0.03,0.05,0.01,0.7,0.71
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF8000,0,1,31,1,Red      ,Red      ,0.28,0.12,0.09,0.12,0.11,0.16,0.74,0.73
5711106ab212a,33,Male,32,no,objTwoColors,#FF8000,4,58,75,4,Red      ,Green    ,0.01,0.01,0.08,0.03,0.03,0.01,0.75,0.74
5711148c11035,35,Male,22,no,objTwoColors,#FF8000,302,56,109,2,Pink     ,Green    ,0.36,0.12,0.27,0.12,0.14,0.15,0.76,0.76
57112e1a2bbbb,32,Male,16,no,objTwoColors,#FF8000,21,106,364,1,Red      ,Green    ,0.21,0.17,0.07,0.09,0.21,0.11,0.76,0.77
571153ca15566,32,Male,32,no,objTwoColors,#FF8000,59,8,63,3,Green    ,Red      ,0.55,0.02,0.23,0.03,0.04,0.01,0.45,0.45
571252e6d2e70,31,Female,32,no,objTwoColors,#FF8000,56,7,86,5,Green    ,Red      ,0.54,0.01,0.22,0.03,0.03,0.01,0.47,0.46
57153eb9b4bed,35,Female,31,no,objTwoColors,#FF8000,0,349,109,5,Red      ,Red      ,0.27,0.12,0.08,0.13,0.11,0.16,0.71,0.71
57190633f233f,30,Male,32,no,objTwoColors,#FF8000,57,353,169,4,Green    ,Red      ,0.54,0.03,0.23,0.03,0.02,0.01,0.45,0.45
5727d86840dc8,37,Male,7,no,objTwoColors,#FF8000,7,59,59,5,Red      ,Green    ,0.01,0.02,0.08,0.03,0.04,0.01,0.74,0.74
573a059da0efd,31,Female,32,yes,objTwoColors,#FF7200,136,221,574,3,Green    ,Blue     ,0.9,0.32,0.37,0.27,0.32,0.29,0.24,0.26
573c783748e8b,37,Female,32,yes,objTwoColors,#FF7200,353,57,132,4,Red      ,Green    ,0.02,0.03,0.1,0.03,0.02,0.01,0.74,0.74
5740a8b59d448,31,Female,32,yes,objTwoColors,#FF7200,3,57,60,5,Red      ,Green    ,0.01,0,0.08,0.03,0.02,0.01,0.74,0.74
5740b686127bb,32,Male,32,yes,objTwoColors,#FF7200,3,52,192,5,Red      ,Green    ,0.03,0.02,0.08,0.02,0.01,0.02,0.73,0.73
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FF8000,16,65,174,3,Red      ,Yellow   ,0.06,0.06,0.07,0.05,0.07,0.03,0.72,0.71
574859b8f3379,30,Male,32,yes,objTwoColors,#FF7200,8,59,78,5,Red      ,Green    ,0.01,0.02,0.08,0.03,0.04,0.01,0.74,0.73
57110028bc74b,48,Female,32,no,objTwoColors,#FF8000,0,45,48,5,Red      ,Yellow   ,0.07,0.05,0.09,0.02,0.03,0.04,0.72,0.72
57112d8509632,45,Female,32,no,objTwoColors,#FF8000,357,55,176,5,Red      ,Green    ,0.02,0.03,0.09,0.02,0.01,0.01,0.74,0.73
571154184c9bd,47,Female,32,no,objTwoColors,#FF8000,17,0,8,5,Red      ,Red      ,0.33,0.11,0.08,0.1,0.09,0.14,0.7,0.68
57117fe7495aa,48,Female,5,no,objTwoColors,#FF8000,0,40,54,5,Red      ,Yellow   ,0.09,0.06,0.09,0.04,0.04,0.06,0.72,0.72
571183866d73f,48,Female,32,no,objTwoColors,#FF8000,55,3,69,5,Green    ,Red      ,0.54,0.01,0.22,0.02,0.02,0.01,0.47,0.46
5713b10383207,40,Male,32,no,objTwoColors,#FF8000,8,58,79,4,Red      ,Green    ,0.02,0.02,0.08,0.03,0.04,0.01,0.74,0.73
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF7200,56,92,116,2,Green    ,Green    ,0.39,0.21,0.22,0.14,0.23,0.17,0.55,0.55
5740ad339507d,40,Male,32,yes,objTwoColors,#FF7200,5,0,24,3,Red      ,Red      ,0.29,0.12,0.09,0.12,0.11,0.16,0.74,0.72
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF7200,29,0,30,3,Orange   ,Red      ,0.4,0.09,0.1,0.07,0.07,0.1,0.63,0.61
5776cc574bf84,45,Female,21,no,objTwoColors,#FF8000,10,57,65,5,Red      ,Green    ,0.03,0.02,0.08,0.03,0.04,0.01,0.72,0.73
5710e540a9514,52,Female,32,no,objTwoColors,#FF8000,10,56,44,4,Red      ,Green    ,0.03,0.02,0.08,0.03,0.04,0.01,0.72,0.72
571163013744e,53,Female,13,no,objTwoColors,#FF8000,342,55,238,5,Red      ,Green    ,0.09,0.07,0.12,0.05,0.03,0.04,0.72,0.72
5711800f2c5f3,59,Female,31,no,objTwoColors,#FF8000,6,53,324,4,Red      ,Green    ,0.04,0,0.08,0.02,0.02,0.01,0.73,0.73
571289ef76e18,55,Female,31,no,objTwoColors,#FF8000,52,352,159,5,Green    ,Red      ,0.52,0.05,0.21,0.02,0.02,0.02,0.47,0.47
57149713464b1,51,Female,32,no,objTwoColors,#FF8000,0,0,0,1,Red      ,Red      ,0.28,0.12,0.09,0.12,0.11,0.16,0.74,0.73
5716e9900f6ea,58,Female,31,no,objTwoColors,#FF8000,52,354,508,3,Green    ,Red      ,0.53,0.04,0.21,0.02,0.01,0.02,0.48,0.47
5739ff85289b2,56,Female,25,yes,objTwoColors,#FF7200,168,52,531,1,Green    ,Green    ,0.43,0.31,0.26,0.15,0.25,0.17,0.52,0.54
57112b9e10661,64,Female,34,no,objTwoColors,#FF8000,51,19,163,2,Green    ,Red      ,0.46,0.03,0.2,0.03,0.05,0.01,0.48,0.47
571165992a5c1,67,Female,32,no,objTwoColors,#FF8000,21,69,155,2,Red      ,Yellow   ,0.11,0.09,0.08,0.06,0.1,0.05,0.7,0.7
57153d9a56ce0,62,Female,9,no,objTwoColors,#FF8000,0,29,14,5,Red      ,Orange   ,0.16,0.09,0.09,0.07,0.07,0.1,0.71,0.71
5740b0f8e9734,62,Male,33,yes,objTwoColors,#FF7200,27,0,40,4,Orange   ,Red      ,0.38,0.09,0.09,0.08,0.08,0.11,0.64,0.62
5740bda9be3dc,83,Female,32,yes,objTwoColors,#FF7200,1,57,42,5,Red      ,Green    ,0.01,0.01,0.09,0.03,0.02,0.01,0.74,0.75
