id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8,distance_pair9,distance_pair10,distance_pair11,distance_pair12
571103343658b,20,Female,32,no,objTwoColors,#00FF80,0,146,141,5,Red      ,DK-Green ,0.69,0.1,0.08,0.08,0.1,0.15,0.55,0.57,0.57,0.58,0.57,0.57,0.58,0.66,0.58,0.58,0.16,0.17
5711149df2d2a,20,Male,7,no,objTwoColors,#00FF80,115,192,409,5,Green    ,Sky-Blue ,0.87,0.02,0.4,0.09,0.13,0.16,0.34,0.35,0.42,0.35,0.35,0.13,0.14,0.09,0.13,0.14,0.54,0.56
57111f6c42412,22,Male,34,no,objTwoColors,#00FF80,146,0,1281,5,DK-Green ,Red      ,0.76,0.1,0.39,0.08,0.1,0.15,0.35,0.36,0.27,0.34,0.36,0.46,0.47,0.45,0.47,0.47,0.8,0.81
5711231e370f2,24,Male,32,yes,objTwoColors,#00FF80,0,145,637,3,Red      ,DK-Green ,0.69,0.1,0.08,0.08,0.1,0.15,0.55,0.57,0.56,0.58,0.57,0.58,0.59,0.66,0.59,0.59,0.17,0.18
571128aba60e2,22,Female,5,no,objTwoColors,#00FF80,0,100,465,3,Red      ,Green    ,0.68,0.16,0.07,0.1,0.15,0.18,0.54,0.56,0.56,0.57,0.56,0.64,0.65,0.73,0.65,0.65,0.23,0.24
57112a657ac25,20,Female,24,no,objTwoColors,#00FF80,1,0,499,3,Red      ,Red      ,0.83,0.39,0.07,0.24,0.3,0.25,0.69,0.7,0.64,0.68,0.7,0.8,0.81,0.82,0.81,0.81,0.39,0.4
57112da850667,22,Female,47,no,objTwoColors,#00FF80,68,126,56,4,Yellow   ,Green    ,0.67,0.09,0.32,0.11,0.21,0.25,0.25,0.26,0.28,0.27,0.26,0.33,0.33,0.44,0.33,0.33,0.54,0.55
571130c5cd6e9,24,Female,32,no,objTwoColors,#00FF80,46,174,69,4,Green    ,Blue     ,0.75,0.1,0.25,0.06,0.11,0.12,0.43,0.45,0.43,0.45,0.45,0.21,0.22,0.28,0.22,0.22,0.24,0.24
571130d934bda,22,Female,32,no,objTwoColors,#00FF80,153,58,263,5,Teal     ,Green    ,0.45,0.1,0.38,0.09,0.16,0.19,0.12,0.13,0.08,0.13,0.13,0.33,0.34,0.36,0.34,0.34,0.62,0.63
571137a34931a,27,Female,25,no,objTwoColors,#00FF80,235,57,315,2,Blue     ,Green    ,0.02,0.03,0.36,0.03,0.06,0.04,0.56,0.57,0.5,0.57,0.57,0.77,0.78,0.8,0.78,0.78,0.78,0.78
57113a5534205,22,Male,31,no,objTwoColors,#00FF80,53,212,649,4,Green    ,Blue     ,0.95,0.09,0.27,0.03,0.05,0.05,0.6,0.61,0.6,0.61,0.61,0.4,0.4,0.28,0.4,0.4,0.49,0.5
57113b7f16c4b,22,Male,31,no,objTwoColors,#00FF80,60,202,387,4,Green    ,Navy-Blue,0.89,0.09,0.29,0.04,0.08,0.08,0.51,0.52,0.51,0.52,0.52,0.31,0.31,0.19,0.31,0.31,0.46,0.47
57113de4aed1a,21,Male,31,no,objTwoColors,#00FF80,142,139,263,2,Green    ,Green    ,0.64,0.06,0.4,0.1,0.19,0.26,0.19,0.21,0.21,0.22,0.21,0.25,0.25,0.33,0.26,0.25,0.62,0.61
57113e6176346,23,Female,30,no,objTwoColors,#00FF80,309,149,929,1,Pink     ,Teal     ,0.39,0.44,0.18,0.03,0.12,0.05,0.56,0.58,0.53,0.58,0.58,0.55,0.56,0.6,0.56,0.56,0.46,0.46
571151812791a,20,Male,32,yes,objTwoColors,#00FF80,59,228,90,3,Green    ,Blue     ,1.01,0.04,0.28,0.03,0.04,0.04,0.63,0.65,0.64,0.65,0.65,0.44,0.45,0.33,0.45,0.45,0.59,0.59
5711641931da5,20,Female,32,no,objTwoColors,#00FF80,56,186,157,3,Green    ,Cyan     ,0.8,0.11,0.28,0.06,0.11,0.11,0.44,0.45,0.45,0.45,0.45,0.23,0.23,0.17,0.23,0.23,0.35,0.35
57116b9b879bf,20,Male,32,no,objTwoColors,#00FF80,107,139,369,3,Green    ,Green    ,0.69,0.1,0.4,0.11,0.21,0.28,0.15,0.16,0.25,0.17,0.16,0.21,0.2,0.37,0.21,0.2,0.63,0.62
57119224388ef,24,Male,31,no,objTwoColors,#00FF80,170,86,169,5,Green    ,DK-Green ,0.43,0.1,0.34,0.07,0.15,0.19,0.32,0.33,0.28,0.34,0.33,0.44,0.45,0.48,0.45,0.45,0.62,0.63
5711ace2ee7ed,24,Male,32,no,objTwoColors,#00FF80,59,206,106,4,Green    ,Navy-Blue,0.91,0.09,0.29,0.03,0.07,0.07,0.53,0.55,0.54,0.55,0.55,0.33,0.34,0.22,0.34,0.34,0.48,0.48
5711cbde51bb0,24,Male,31,no,objTwoColors,#00FF80,51,204,113,4,Green    ,Navy-Blue,0.9,0.1,0.26,0.04,0.06,0.06,0.56,0.57,0.56,0.57,0.57,0.36,0.36,0.24,0.36,0.36,0.43,0.44
5711eaec4b831,22,Male,3,no,objTwoColors,#00FF80,50,233,113,4,Green    ,Blue     ,1.02,0.31,0.26,0.01,0.06,0.05,0.68,0.7,0.68,0.7,0.7,0.49,0.5,0.37,0.5,0.5,0.56,0.56
571210e10d88b,23,Male,19,no,objTwoColors,#00FF80,152,0,396,5,Teal     ,Red      ,0.72,0.1,0.38,0.08,0.08,0.14,0.38,0.4,0.29,0.38,0.4,0.49,0.51,0.47,0.51,0.51,0.79,0.8
571214121717c,22,Male,32,no,objTwoColors,#00FF80,228,60,133,5,Blue     ,Green    ,0.01,0.04,0.33,0.03,0.04,0.04,0.53,0.56,0.5,0.57,0.56,0.75,0.77,0.78,0.77,0.77,0.77,0.77
5712197fbccd5,24,Female,32,no,objTwoColors,#00FF80,0,171,75,2,Red      ,Green    ,0.77,0.09,0.11,0.05,0.01,0.09,0.63,0.65,0.63,0.66,0.65,0.43,0.44,0.51,0.44,0.44,0.02,0.03
57121e2a63601,21,Male,31,no,objTwoColors,#00FF80,191,59,411,2,Sky-Blue ,Green    ,0.21,0.1,0.29,0.05,0.11,0.11,0.34,0.36,0.3,0.37,0.36,0.56,0.57,0.58,0.57,0.57,0.66,0.66
57123bec83e8e,21,Male,32,no,objTwoColors,#00FF80,333,338,2,1,Magenta  ,Red      ,0.68,0.33,0.07,0.18,0.21,0.16,0.64,0.65,0.57,0.64,0.65,0.7,0.7,0.68,0.71,0.7,0.46,0.45
57123e4050550,20,Female,40,no,objTwoColors,#00FF80,4,143,480,3,Red      ,Green    ,0.69,0.1,0.08,0.08,0.12,0.16,0.55,0.56,0.56,0.57,0.56,0.59,0.59,0.67,0.59,0.59,0.18,0.19
571243bcc8142,24,Male,12,no,objTwoColors,#00FF80,117,176,759,3,Green    ,Blue     ,0.79,0.03,0.4,0.08,0.15,0.19,0.26,0.28,0.34,0.28,0.28,0.05,0.05,0.17,0.05,0.05,0.46,0.47
571245dfd5f63,24,Female,8,no,objTwoColors,#00FF80,199,92,263,4,Navy-Blue,Green    ,0.28,0.04,0.27,0.08,0.12,0.14,0.51,0.52,0.47,0.53,0.52,0.61,0.62,0.65,0.62,0.62,0.68,0.69
571247f66fb51,27,Male,32,no,objTwoColors,#00FF80,131,175,545,3,Green    ,Blue     ,0.78,0.02,0.4,0.08,0.14,0.19,0.26,0.28,0.32,0.28,0.28,0.04,0.06,0.15,0.05,0.06,0.45,0.46
571260c120253,22,Male,32,no,objTwoColors,#00FF80,203,46,115,3,Navy-Blue,Green    ,0.19,0.1,0.26,0.03,0.05,0.05,0.47,0.48,0.38,0.47,0.48,0.65,0.66,0.67,0.66,0.66,0.71,0.72
57127bcfaafb0,22,Female,32,no,objTwoColors,#00FF80,56,186,1308,5,Green    ,Cyan     ,0.8,0.11,0.28,0.06,0.11,0.11,0.44,0.45,0.45,0.45,0.45,0.23,0.23,0.17,0.23,0.23,0.35,0.35
5712bd55a8a13,27,Female,32,no,objTwoColors,#00FF80,201,58,219,3,Navy-Blue,Green    ,0.16,0.09,0.26,0.04,0.08,0.08,0.41,0.42,0.36,0.42,0.42,0.62,0.63,0.64,0.63,0.63,0.69,0.69
5712c1176d5f8,23,Male,3,no,objTwoColors,#00FF80,236,114,259,4,Blue     ,Green    ,0.16,0.15,0.36,0.11,0.12,0.11,0.7,0.72,0.66,0.73,0.72,0.79,0.8,0.83,0.8,0.8,0.8,0.8
5712c2b021f58,22,Female,32,no,objTwoColors,#00FF80,186,59,108,5,Cyan     ,Green    ,0.24,0.1,0.3,0.06,0.12,0.12,0.31,0.33,0.27,0.34,0.33,0.53,0.54,0.55,0.54,0.54,0.65,0.65
5712c57f97f25,25,Female,31,no,objTwoColors,#00FF80,59,73,340,4,Green    ,Yellow   ,0.56,0.12,0.29,0.12,0.17,0.2,0.18,0.2,0.21,0.21,0.2,0.34,0.35,0.45,0.35,0.35,0.49,0.49
5713a02a13044,24,Female,32,yes,objTwoColors,#00FF80,5,0,287,4,Red      ,Red      ,0.83,0.39,0.07,0.23,0.29,0.25,0.69,0.69,0.64,0.67,0.69,0.8,0.8,0.82,0.8,0.8,0.4,0.4
5713e73998df9,25,Male,4,no,objTwoColors,#00FF80,149,0,132,5,Teal     ,Red      ,0.74,0.1,0.38,0.08,0.09,0.15,0.37,0.38,0.28,0.36,0.38,0.48,0.49,0.46,0.49,0.49,0.8,0.8
5713fc80c942a,23,Female,32,no,objTwoColors,#00FF80,184,59,175,5,Blue     ,Green    ,0.25,0.1,0.31,0.06,0.12,0.12,0.3,0.32,0.26,0.33,0.32,0.52,0.53,0.54,0.53,0.53,0.64,0.65
572106a31c230,24,Male,16,no,objTwoColors,#00FF80,191,50,328,3,Sky-Blue ,Green    ,0.25,0.11,0.29,0.06,0.09,0.09,0.38,0.39,0.28,0.38,0.39,0.57,0.58,0.59,0.58,0.58,0.67,0.67
5727633cd6511,25,Male,11,no,objTwoColors,#00FF80,244,6,869,1,Blue     ,Red      ,0.28,0.33,0.38,0.09,0.19,0.12,0.82,0.83,0.72,0.82,0.83,0.94,0.94,0.9,0.95,0.94,0.95,0.94
572767049ccfa,24,Male,32,yes,objTwoColors,#00FF9A,158,0,109,4,Cyan     ,Red      ,0.68,0.09,0.37,0.07,0.05,0.12,0.42,0.43,0.33,0.41,0.43,0.53,0.54,0.51,0.54,0.54,0.79,0.8
572934019041e,20,Female,6,no,objTwoColors,#00FF80,59,187,237,5,Green    ,Cyan     ,0.81,0.1,0.29,0.06,0.11,0.12,0.43,0.45,0.44,0.45,0.45,0.21,0.23,0.16,0.22,0.23,0.36,0.37
572c85675a5ef,23,Male,32,yes,objTwoColors,#00FF80,104,59,485,3,Green    ,Green    ,0.55,0.09,0.4,0.11,0.2,0.23,0.01,0.02,0.1,0.03,0.02,0.23,0.23,0.38,0.23,0.23,0.64,0.65
5734918f46823,26,Male,32,no,objTwoColors,#00FF80,53,187,86,3,Green    ,Cyan     ,0.81,0.11,0.27,0.06,0.1,0.11,0.46,0.47,0.46,0.47,0.47,0.24,0.25,0.18,0.24,0.25,0.33,0.35
5734aa4c927a8,22,Male,15,no,objTwoColors,#00FF80,261,59,1059,3,Blue     ,Green    ,0.02,0.35,0.35,0.02,0.04,0.03,0.53,0.55,0.5,0.56,0.55,0.75,0.76,0.78,0.76,0.76,0.75,0.76
5734b3efd45eb,26,Male,4,no,objTwoColors,#00FF80,188,133,254,3,Cyan     ,Green    ,0.38,0.06,0.3,0.09,0.12,0.17,0.47,0.48,0.43,0.49,0.48,0.54,0.55,0.58,0.55,0.55,0.65,0.66
5735d3455a84c,29,Male,32,no,objTwoColors,#00FF80,168,157,614,5,Green    ,Cyan     ,0.5,0.08,0.35,0.07,0.1,0.17,0.36,0.4,0.33,0.4,0.39,0.3,0.32,0.34,0.32,0.32,0.5,0.51
5738cf3d97a58,23,Male,32,no,objTwoColors,#00FF80,0,161,625,2,Red      ,Green    ,0.73,0.09,0.09,0.07,0.04,0.11,0.59,0.61,0.59,0.61,0.61,0.48,0.49,0.57,0.49,0.49,0.07,0.08
573a0b8280839,29,Male,21,yes,objTwoColors,#00FF9A,0,37,211,3,Red      ,Yellow   ,0.66,0.33,0.07,0.18,0.25,0.2,0.52,0.53,0.47,0.52,0.53,0.68,0.68,0.73,0.69,0.68,0.27,0.27
573e4022949b1,24,Male,32,yes,objTwoColors,#00FF9A,149,0,108,5,Teal     ,Red      ,0.74,0.1,0.38,0.08,0.09,0.15,0.37,0.38,0.28,0.36,0.38,0.48,0.49,0.46,0.49,0.49,0.8,0.8
573e47c26cb8e,24,Male,32,yes,objTwoColors,#00FF9A,38,201,76,2,Yellow   ,Navy-Blue,0.88,0.11,0.22,0.02,0.04,0.04,0.61,0.62,0.61,0.62,0.62,0.41,0.41,0.28,0.41,0.41,0.34,0.35
573e4d0eb795b,24,Male,32,yes,objTwoColors,#00FF9A,145,0,200,3,DK-Green ,Red      ,0.76,0.1,0.39,0.08,0.1,0.15,0.35,0.36,0.27,0.34,0.36,0.46,0.47,0.45,0.47,0.47,0.8,0.81
573ec4275ba17,24,Female,32,yes,objTwoColors,#00FF9A,1,121,108,4,Red      ,Green    ,0.7,0.13,0.07,0.1,0.16,0.18,0.56,0.58,0.58,0.59,0.58,0.65,0.66,0.74,0.66,0.66,0.24,0.25
573edae85268b,27,Male,32,yes,objTwoColors,#00FF9A,79,146,496,4,Yellow   ,DK-Green ,0.67,0.1,0.35,0.09,0.19,0.24,0.2,0.21,0.25,0.22,0.21,0.22,0.22,0.34,0.22,0.22,0.51,0.52
574297edae49c,24,Male,32,no,objTwoColors,#00FF80,159,156,92,4,Green    ,Cyan     ,0.56,0.05,0.37,0.07,0.12,0.19,0.31,0.33,0.27,0.34,0.33,0.25,0.26,0.29,0.26,0.26,0.5,0.51
57451c3b38192,23,Female,32,no,objTwoColors,#00FF80,0,150,462,5,Red      ,Teal     ,0.7,0.1,0.08,0.08,0.08,0.14,0.56,0.58,0.57,0.59,0.58,0.55,0.56,0.64,0.56,0.56,0.14,0.15
5745500f6e643,24,Female,32,no,objTwoColors,#00FF80,109,0,194,3,Green    ,Red      ,0.83,0.15,0.4,0.1,0.16,0.18,0.3,0.3,0.32,0.28,0.3,0.41,0.41,0.5,0.41,0.41,0.82,0.82
57459c393bbd0,29,Male,31,no,objTwoColors,#00FF80,3,114,361,4,Red      ,Green    ,0.7,0.13,0.07,0.1,0.16,0.18,0.56,0.57,0.57,0.58,0.57,0.65,0.65,0.74,0.65,0.65,0.24,0.25
5756ab1701ba0,21,Male,32,yes,objTwoColors,#00FF9A,2,93,134,5,Red      ,Green    ,0.67,0.18,0.07,0.1,0.16,0.18,0.53,0.53,0.54,0.54,0.53,0.63,0.63,0.72,0.63,0.63,0.22,0.23
5756ae6897296,21,Male,32,yes,objTwoColors,#00FF9A,182,50,415,3,Blue     ,Green    ,0.3,0.11,0.31,0.07,0.11,0.11,0.32,0.34,0.23,0.33,0.34,0.51,0.53,0.54,0.53,0.53,0.65,0.66
5756b2d9bd658,23,Female,32,yes,objTwoColors,#00FF9A,149,172,269,4,Teal     ,Green    ,0.69,0.06,0.39,0.07,0.11,0.18,0.32,0.34,0.28,0.34,0.34,0.1,0.12,0.14,0.11,0.12,0.42,0.43
5757fd2703090,22,Male,32,yes,objTwoColors,#00FF80,133,0,109,2,Green    ,Red      ,0.81,0.11,0.4,0.09,0.14,0.17,0.3,0.31,0.31,0.29,0.31,0.41,0.42,0.49,0.42,0.42,0.82,0.82
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#00FF80,67,181,205,4,Yellow   ,Blue     ,0.79,0.1,0.31,0.06,0.13,0.14,0.37,0.39,0.38,0.39,0.39,0.15,0.16,0.16,0.16,0.16,0.36,0.36
57581518c2c07,25,Male,32,yes,objTwoColors,#00FF80,55,207,69,4,Green    ,Navy-Blue,0.92,0.09,0.28,0.03,0.06,0.06,0.56,0.57,0.56,0.57,0.57,0.36,0.36,0.24,0.36,0.36,0.47,0.48
57582b17cd76a,26,Male,32,yes,objTwoColors,#00FF80,59,209,52,3,Green    ,NA       ,0.93,0.08,0.29,0.03,0.07,0.07,0.55,0.57,0.56,0.57,0.57,0.35,0.36,0.24,0.36,0.36,0.5,0.5
