id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#80FF00,60,190,239,5,Green    ,Sky-Blue ,0.44,0.04,0.23,0.12,0.12,0.15,0.53,0.54,0.64,0.54,0.54,0.82,0.38,0.39
5710cbe10cade,21,Male,15,no,objTwoColors,#80FF00,215,53,181,5,Blue     ,Green    ,0.51,0.04,0.27,0.15,0.19,0.23,0.28,0.27,0.15,0.26,0.27,0.09,0.74,0.74
5710cc5a7829c,27,Male,32,no,objTwoColors,#80FF00,91,0,122,5,Green    ,Red      ,0.3,0.17,0.29,0.13,0.16,0.13,0.5,0.5,0.58,0.48,0.5,0.82,0.78,0.79
5710cd99df604,23,Female,32,no,objTwoColors,#80FF00,80,0,143,3,Yellow   ,Red      ,0.34,0.2,0.27,0.14,0.19,0.14,0.5,0.49,0.57,0.48,0.49,0.81,0.75,0.75
5710ce6c1308c,23,Female,32,no,objTwoColors,#80FF00,201,55,96,4,Navy-Blue,Green    ,0.42,0.04,0.19,0.13,0.15,0.18,0.19,0.19,0.08,0.18,0.19,0.17,0.69,0.69
5710cf445718e,25,Male,32,no,objTwoColors,#80FF00,236,57,307,3,Blue     ,Green    ,0.56,0.07,0.39,0.17,0.27,0.27,0.33,0.33,0.23,0.33,0.33,0.02,0.78,0.78
5710d140b7c5a,26,Male,32,no,objTwoColors,#80FF00,130,153,154,3,Green    ,Teal     ,0.17,0.06,0.32,0.11,0.07,0.09,0.38,0.38,0.51,0.4,0.38,0.69,0.55,0.55
5710d71ff24c3,20,Female,32,no,objTwoColors,#80FF00,56,192,213,3,Green    ,Sky-Blue ,0.47,0.04,0.22,0.12,0.12,0.16,0.54,0.55,0.66,0.55,0.55,0.83,0.38,0.39
5710d9dcc23f0,21,Male,18,no,objTwoColors,#80FF00,94,89,163,4,Green    ,Green    ,0.12,0,0.29,0.07,0.03,0.05,0.34,0.33,0.47,0.35,0.33,0.65,0.62,0.63
5710e60f69205,24,Female,31,no,objTwoColors,#80FF00,49,177,249,3,Green    ,Blue     ,0.43,0.04,0.2,0.09,0.11,0.13,0.48,0.49,0.59,0.49,0.49,0.76,0.26,0.27
5710ee9e58646,25,Female,32,yes,objTwoColors,#80FF00,59,208,97,4,Green    ,NA       ,0.55,0.04,0.23,0.15,0.16,0.2,0.64,0.64,0.73,0.64,0.64,0.93,0.49,0.49
5710ffa5dd7be,22,Male,6,no,objTwoColors,#80FF00,359,16,1267,3,Red      ,Red      ,0.65,0.38,0.27,0.27,0.36,0.33,0.63,0.62,0.64,0.61,0.62,0.79,0.36,0.36
571103343658b,20,Female,32,no,objTwoColors,#80FF00,99,101,299,3,Green    ,Green    ,0.14,0.03,0.3,0.08,0.04,0.07,0.37,0.37,0.51,0.38,0.37,0.68,0.64,0.65
57111f6c42412,22,Male,34,no,objTwoColors,#80FF00,85,0,655,5,DK-Green ,Red      ,0.32,0.19,0.28,0.13,0.18,0.14,0.5,0.5,0.58,0.48,0.5,0.81,0.76,0.77
5711231e370f2,24,Male,32,yes,objTwoColors,#80FF00,0,147,422,4,Red      ,NA       ,0.55,0.06,0.26,0.13,0.13,0.12,0.53,0.54,0.61,0.55,0.54,0.69,0.16,0.17
57112da850667,22,Female,47,no,objTwoColors,#80FF00,52,118,123,5,Green    ,Green    ,0.31,0.01,0.2,0.04,0.01,0.01,0.38,0.38,0.51,0.4,0.38,0.66,0.49,0.49
571130c5cd6e9,24,Female,32,no,objTwoColors,#80FF00,50,190,114,5,Green    ,Sky-Blue ,0.48,0.05,0.2,0.11,0.13,0.16,0.54,0.55,0.65,0.55,0.55,0.82,0.34,0.34
571130d934bda,22,Female,32,no,objTwoColors,#80FF00,58,117,215,4,Green    ,Green    ,0.29,0.01,0.22,0.04,0.01,0.01,0.37,0.38,0.5,0.39,0.38,0.66,0.51,0.52
57113163e6fb1,20,Female,10,no,objTwoColors,#80FF00,249,55,218,5,Blue     ,Green    ,0.57,0.36,0.4,0.16,0.27,0.27,0.34,0.34,0.23,0.33,0.34,0.02,0.77,0.78
