id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8
5710cbe10cade,21,Male,15,no,objTwoColors,#80FF00,215,53,181,5,Blue     ,Green    ,0.51,0.04,0.27,0.15,0.19,0.23,0.28,0.27,0.15,0.26,0.27,0.09,0.74,0.74
5710cc5a7829c,27,Male,32,no,objTwoColors,#80FF00,91,0,122,5,Green    ,Red      ,0.3,0.17,0.29,0.13,0.16,0.13,0.5,0.5,0.58,0.48,0.5,0.82,0.78,0.79
5710cd99df604,23,Female,32,no,objTwoColors,#80FF00,80,0,143,3,Yellow   ,Red      ,0.34,0.2,0.27,0.14,0.19,0.14,0.5,0.49,0.57,0.48,0.49,0.81,0.75,0.75
5710ce6c1308c,23,Female,32,no,objTwoColors,#80FF00,201,55,96,4,Navy-Blue,Green    ,0.42,0.04,0.19,0.13,0.15,0.18,0.19,0.19,0.08,0.18,0.19,0.17,0.69,0.69
5710cf445718e,25,Male,32,no,objTwoColors,#80FF00,236,57,307,3,Blue     ,Green    ,0.56,0.07,0.39,0.17,0.27,0.27,0.33,0.33,0.23,0.33,0.33,0.02,0.78,0.78
5710d140b7c5a,26,Male,32,no,objTwoColors,#80FF00,130,153,154,3,Green    ,Teal     ,0.17,0.06,0.32,0.11,0.07,0.09,0.38,0.38,0.51,0.4,0.38,0.69,0.55,0.55
5710d71ff24c3,20,Female,32,no,objTwoColors,#80FF00,56,192,213,3,Green    ,Sky-Blue ,0.47,0.04,0.22,0.12,0.12,0.16,0.54,0.55,0.66,0.55,0.55,0.83,0.38,0.39
5710d9dcc23f0,21,Male,18,no,objTwoColors,#80FF00,94,89,163,4,Green    ,Green    ,0.12,0,0.29,0.07,0.03,0.05,0.34,0.33,0.47,0.35,0.33,0.65,0.62,0.63
5710e60f69205,24,Female,31,no,objTwoColors,#80FF00,49,177,249,3,Green    ,Blue     ,0.43,0.04,0.2,0.09,0.11,0.13,0.48,0.49,0.59,0.49,0.49,0.76,0.26,0.27
5710ee9e58646,25,Female,32,yes,objTwoColors,#80FF00,59,208,97,4,Green    ,NA       ,0.55,0.04,0.23,0.15,0.16,0.2,0.64,0.64,0.73,0.64,0.64,0.93,0.49,0.49
5710ffa5dd7be,22,Male,6,no,objTwoColors,#80FF00,359,16,1267,3,Red      ,Red      ,0.65,0.38,0.27,0.27,0.36,0.33,0.63,0.62,0.64,0.61,0.62,0.79,0.36,0.36
571103343658b,20,Female,32,no,objTwoColors,#80FF00,99,101,299,3,Green    ,Green    ,0.14,0.03,0.3,0.08,0.04,0.07,0.37,0.37,0.51,0.38,0.37,0.68,0.64,0.65
57111f6c42412,22,Male,34,no,objTwoColors,#80FF00,85,0,655,5,DK-Green ,Red      ,0.32,0.19,0.28,0.13,0.18,0.14,0.5,0.5,0.58,0.48,0.5,0.81,0.76,0.77
5711231e370f2,24,Male,32,yes,objTwoColors,#80FF00,0,147,422,4,Red      ,NA       ,0.55,0.06,0.26,0.13,0.13,0.12,0.53,0.54,0.61,0.55,0.54,0.69,0.16,0.17
57112da850667,22,Female,47,no,objTwoColors,#80FF00,52,118,123,5,Green    ,Green    ,0.31,0.01,0.2,0.04,0.01,0.01,0.38,0.38,0.51,0.4,0.38,0.66,0.49,0.49
571130c5cd6e9,24,Female,32,no,objTwoColors,#80FF00,50,190,114,5,Green    ,Sky-Blue ,0.48,0.05,0.2,0.11,0.13,0.16,0.54,0.55,0.65,0.55,0.55,0.82,0.34,0.34
571130d934bda,22,Female,32,no,objTwoColors,#80FF00,58,117,215,4,Green    ,Green    ,0.29,0.01,0.22,0.04,0.01,0.01,0.37,0.38,0.5,0.39,0.38,0.66,0.51,0.52
57113163e6fb1,20,Female,10,no,objTwoColors,#80FF00,249,55,218,5,Blue     ,Green    ,0.57,0.36,0.4,0.16,0.27,0.27,0.34,0.34,0.23,0.33,0.34,0.02,0.77,0.78
571137a34931a,27,Female,25,no,objTwoColors,#80FF00,214,53,368,2,Blue     ,Green    ,0.51,0.04,0.26,0.15,0.19,0.23,0.28,0.27,0.15,0.26,0.27,0.1,0.74,0.74
57113a5534205,22,Male,31,no,objTwoColors,#80FF00,59,219,492,5,Green    ,Blue     ,0.6,0.05,0.23,0.16,0.19,0.23,0.69,0.7,0.79,0.7,0.7,0.98,0.55,0.55
57113b7f16c4b,22,Male,31,no,objTwoColors,#80FF00,60,178,300,4,Green    ,Blue     ,0.38,0.05,0.23,0.11,0.1,0.12,0.47,0.48,0.58,0.49,0.48,0.76,0.32,0.33
57113d9cc42b5,21,Female,12,no,objTwoColors,#80FF00,0,0,0,3,Red      ,Red      ,0.69,0.39,0.27,0.29,0.37,0.35,0.67,0.67,0.68,0.65,0.67,0.83,0.39,0.4
57113de4aed1a,21,Male,31,no,objTwoColors,#80FF00,56,178,218,2,Green    ,Blue     ,0.4,0.04,0.22,0.1,0.1,0.12,0.47,0.48,0.59,0.49,0.48,0.76,0.31,0.31
571151812791a,20,Male,32,yes,objTwoColors,#80FF00,216,57,146,3,Blue     ,Green    ,0.5,0.04,0.27,0.15,0.18,0.23,0.27,0.27,0.17,0.27,0.27,0.07,0.74,0.74
571153e3025f9,22,Female,11,no,objTwoColors,#80FF00,228,48,91,2,Blue     ,Green    ,0.58,0.05,0.36,0.16,0.25,0.27,0.36,0.36,0.22,0.35,0.36,0.06,0.79,0.78
5711641931da5,20,Female,32,no,objTwoColors,#80FF00,53,194,189,5,Green    ,Sky-Blue ,0.49,0.04,0.21,0.12,0.13,0.17,0.56,0.56,0.67,0.58,0.56,0.84,0.38,0.39
57116b9b879bf,20,Male,32,no,objTwoColors,#80FF00,109,90,160,4,Green    ,Green    ,0.13,0.02,0.31,0.07,0.04,0.06,0.35,0.34,0.48,0.37,0.34,0.66,0.65,0.65
57119224388ef,24,Male,31,no,objTwoColors,#80FF00,57,276,204,5,Green    ,Blue     ,0.59,0.37,0.22,0.16,0.26,0.25,0.67,0.68,0.77,0.68,0.68,0.96,0.54,0.55
5711ace2ee7ed,24,Male,32,no,objTwoColors,#80FF00,57,184,106,4,Green    ,Blue     ,0.42,0.05,0.22,0.11,0.11,0.14,0.5,0.51,0.62,0.51,0.51,0.79,0.34,0.35
5711cbde51bb0,24,Male,31,no,objTwoColors,#80FF00,64,214,372,4,Green    ,Blue     ,0.56,0.05,0.25,0.16,0.17,0.21,0.67,0.67,0.77,0.68,0.67,0.96,0.55,0.55
571210e10d88b,23,Male,19,no,objTwoColors,#80FF00,138,53,873,4,Green    ,Green    ,0.07,0.02,0.29,0.05,0.03,0.03,0.23,0.22,0.32,0.21,0.22,0.54,0.65,0.65
571214121717c,22,Male,32,no,objTwoColors,#80FF00,187,58,95,5,Cyan     ,Green    ,0.32,0.04,0.16,0.11,0.11,0.14,0.09,0.1,0.06,0.09,0.1,0.24,0.65,0.65
5712197fbccd5,24,Female,32,no,objTwoColors,#80FF00,0,67,118,4,Red      ,Yellow   ,0.44,0.24,0.27,0.15,0.22,0.17,0.42,0.42,0.49,0.43,0.42,0.58,0.21,0.22
57121e2a63601,21,Male,31,no,objTwoColors,#80FF00,300,147,30,1,Pink     ,NA       ,0.57,0.51,0.33,0.19,0.32,0.25,0.36,0.37,0.33,0.38,0.37,0.33,0.52,0.53
57122801e1da9,23,Male,17,no,objTwoColors,#80FF00,53,206,126,3,Green    ,Navy-Blue,0.56,0.04,0.21,0.14,0.16,0.2,0.63,0.63,0.73,0.64,0.63,0.91,0.45,0.46
57123bec83e8e,21,Male,32,no,objTwoColors,#80FF00,329,329,2,4,Magenta  ,Magenta  ,0.64,0.36,0.29,0.28,0.35,0.33,0.53,0.54,0.53,0.53,0.54,0.64,0.44,0.44
57123e4050550,20,Female,40,no,objTwoColors,#80FF00,199,58,109,4,Navy-Blue,Green    ,0.4,0.04,0.18,0.13,0.14,0.17,0.17,0.17,0.08,0.17,0.17,0.17,0.68,0.69
571243bcc8142,24,Male,12,no,objTwoColors,#80FF00,57,122,257,5,Green    ,Green    ,0.29,0,0.21,0.04,0.01,0.01,0.37,0.38,0.51,0.39,0.38,0.66,0.51,0.52
571245dfd5f63,24,Female,8,no,objTwoColors,#80FF00,97,0,143,4,Green    ,Red      ,0.28,0.16,0.3,0.12,0.12,0.12,0.51,0.51,0.59,0.49,0.51,0.82,0.8,0.8
571247f66fb51,27,Male,32,no,objTwoColors,#80FF00,143,62,683,5,Green    ,Green    ,0.07,0.03,0.28,0.07,0.03,0.03,0.19,0.2,0.32,0.21,0.2,0.5,0.63,0.63
571260c120253,22,Male,32,no,objTwoColors,#80FF00,187,44,95,3,Cyan     ,Yellow   ,0.38,0.04,0.16,0.11,0.13,0.16,0.15,0.16,0.07,0.14,0.16,0.3,0.68,0.67
57127bcfaafb0,22,Female,32,no,objTwoColors,#80FF00,55,188,111,4,Green    ,Cyan     ,0.45,0.05,0.22,0.11,0.12,0.15,0.52,0.53,0.64,0.53,0.53,0.81,0.35,0.36
5712bd55a8a13,27,Female,32,no,objTwoColors,#80FF00,91,0,150,3,Green    ,Red      ,0.3,0.17,0.29,0.13,0.16,0.13,0.5,0.5,0.58,0.48,0.5,0.82,0.78,0.79
5712c2b021f58,22,Female,32,no,objTwoColors,#80FF00,182,57,147,5,Blue     ,Green    ,0.29,0.05,0.16,0.1,0.1,0.13,0.07,0.07,0.07,0.07,0.07,0.27,0.64,0.65
5712c57f97f25,25,Female,31,no,objTwoColors,#80FF00,115,65,159,4,Green    ,Yellow   ,0.04,0,0.31,0.05,0.01,0.02,0.26,0.27,0.4,0.28,0.27,0.57,0.65,0.65
5712d9bc0cae3,20,Female,7,no,objTwoColors,#80FF00,107,94,545,5,Green    ,Green    ,0.13,0.03,0.31,0.07,0.04,0.07,0.35,0.36,0.49,0.37,0.36,0.67,0.66,0.65
5713923c1bbc7,24,Female,27,no,objTwoColors,#80FF00,172,204,217,2,Green    ,Navy-Blue,0.62,0.31,0.25,0.25,0.3,0.32,0.4,0.42,0.51,0.41,0.42,0.71,0.6,0.6
5713a02a13044,24,Female,32,yes,objTwoColors,#80FF00,150,0,326,2,Teal     ,Red      ,0.37,0.05,0.25,0.14,0.14,0.12,0.42,0.42,0.5,0.4,0.42,0.73,0.8,0.8
5713dd915ca28,24,Female,20,no,objTwoColors,#80FF00,190,57,207,2,Sky-Blue ,Green    ,0.34,0.04,0.16,0.11,0.12,0.15,0.11,0.11,0.03,0.11,0.11,0.22,0.65,0.66
5713fc80c942a,23,Female,32,no,objTwoColors,#80FF00,63,179,270,5,Green    ,Blue     ,0.38,0.05,0.24,0.11,0.1,0.12,0.48,0.48,0.58,0.49,0.48,0.77,0.33,0.34
572767049ccfa,24,Male,32,yes,objTwoColors,#00FF00,185,58,100,3,Blue     ,Green    ,0.31,0.05,0.16,0.11,0.11,0.14,0.08,0.08,0.07,0.08,0.08,0.25,0.64,0.65
572c85675a5ef,23,Male,32,yes,objTwoColors,#80FF00,98,93,208,5,Green    ,Green    ,0.12,0.02,0.3,0.07,0.04,0.06,0.35,0.35,0.49,0.36,0.35,0.66,0.63,0.64
5734779e28d4b,23,Female,3,no,objTwoColors,#80FF00,88,89,235,4,Green    ,Green    ,0.14,0,0.28,0.07,0.02,0.04,0.33,0.33,0.47,0.34,0.33,0.64,0.6,0.61
5734918f46823,26,Male,32,no,objTwoColors,#80FF00,54,197,115,2,Green    ,LI-Blue  ,0.5,0.04,0.21,0.13,0.14,0.17,0.58,0.58,0.68,0.59,0.58,0.86,0.4,0.41
5735d3455a84c,29,Male,32,no,objTwoColors,#80FF00,50,212,217,3,Green    ,Blue     ,0.61,0.04,0.2,0.14,0.19,0.22,0.67,0.68,0.77,0.68,0.68,0.95,0.48,0.48
5738cf3d97a58,23,Male,32,no,objTwoColors,#80FF00,142,77,383,3,Green    ,Yellow   ,0.12,0.04,0.28,0.08,0.04,0.05,0.25,0.25,0.39,0.26,0.25,0.57,0.63,0.63
573a0b8280839,29,Male,21,yes,objTwoColors,#00FF00,0,33,27,3,Red      ,Orange   ,0.55,0.34,0.27,0.23,0.32,0.27,0.53,0.52,0.54,0.51,0.52,0.69,0.28,0.29
573e4022949b1,24,Male,32,yes,objTwoColors,#00FF00,120,0,113,5,Green    ,Red      ,0.3,0.11,0.31,0.12,0.09,0.1,0.52,0.52,0.6,0.5,0.52,0.83,0.82,0.83
573e47c26cb8e,24,Male,32,yes,objTwoColors,#00FF00,55,250,281,2,Green    ,Blue     ,0.66,0.36,0.22,0.16,0.27,0.27,0.73,0.74,0.84,0.74,0.74,1.02,0.58,0.59
573e4d0eb795b,24,Male,32,yes,objTwoColors,#00FF00,102,0,127,4,Green    ,Red      ,0.29,0.14,0.3,0.12,0.09,0.11,0.51,0.51,0.59,0.49,0.51,0.83,0.81,0.81
573ec4275ba17,24,Female,32,yes,objTwoColors,#00FF00,88,83,217,4,Green    ,DK-Green ,0.12,0.01,0.28,0.06,0.01,0.03,0.31,0.31,0.45,0.32,0.31,0.62,0.6,0.6
573edae85268b,27,Male,32,yes,objTwoColors,#00FF00,178,59,768,3,Blue     ,Green    ,0.26,0.05,0.17,0.11,0.1,0.12,0.04,0.05,0.11,0.06,0.05,0.28,0.63,0.64
57410611290e3,22,Other,5,no,objTwoColors,#80FF00,55,186,74,5,Green    ,Cyan     ,0.44,0.05,0.22,0.1,0.11,0.14,0.51,0.52,0.63,0.52,0.52,0.8,0.34,0.35
574297edae49c,24,Male,32,no,objTwoColors,#80FF00,139,62,299,3,Green    ,Green    ,0.05,0.03,0.29,0.06,0.03,0.03,0.21,0.21,0.34,0.23,0.21,0.52,0.64,0.64
57451c3b38192,23,Female,32,no,objTwoColors,#80FF00,0,89,105,4,Red      ,Green    ,0.52,0.18,0.27,0.13,0.16,0.13,0.5,0.5,0.57,0.51,0.5,0.66,0.22,0.23
5745500f6e643,24,Female,32,no,objTwoColors,#80FF00,89,52,454,2,Green    ,Green    ,0.06,0.07,0.28,0.05,0.04,0.03,0.25,0.25,0.34,0.24,0.25,0.57,0.62,0.61
57459c393bbd0,29,Male,31,no,objTwoColors,#80FF00,195,65,435,4,Sky-Blue ,Yellow   ,0.38,0.04,0.17,0.14,0.12,0.16,0.15,0.16,0.08,0.17,0.16,0.2,0.67,0.66
5756ab1701ba0,21,Male,32,yes,objTwoColors,#00FF00,210,74,162,4,Blue     ,Yellow   ,0.51,0.06,0.23,0.17,0.16,0.2,0.29,0.29,0.21,0.3,0.29,0.15,0.71,0.71
5756ae6897296,21,Male,32,yes,objTwoColors,#00FF00,186,162,528,4,Cyan     ,Green    ,0.49,0.23,0.18,0.19,0.21,0.24,0.26,0.27,0.24,0.28,0.27,0.42,0.49,0.49
5756b2d9bd658,23,Female,32,yes,objTwoColors,#00FF00,202,59,101,5,Navy-Blue,Green    ,0.41,0.04,0.19,0.14,0.14,0.18,0.18,0.19,0.1,0.2,0.19,0.14,0.69,0.7
5757fd2703090,22,Male,32,yes,objTwoColors,#80FF00,143,0,163,5,Green    ,Red      ,0.34,0.06,0.27,0.13,0.12,0.11,0.46,0.46,0.53,0.44,0.46,0.77,0.8,0.81
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#80FF00,131,0,180,3,Green    ,Red      ,0.3,0.09,0.3,0.12,0.1,0.11,0.5,0.5,0.58,0.48,0.5,0.82,0.82,0.82
57581518c2c07,25,Male,32,yes,objTwoColors,#80FF00,235,52,119,5,Blue     ,Green    ,0.58,0.36,0.39,0.16,0.28,0.28,0.35,0.35,0.22,0.34,0.35,0.04,0.79,0.78
57582b17cd76a,26,Male,32,yes,objTwoColors,#80FF00,55,193,115,4,Green    ,Sky-Blue ,0.48,0.04,0.22,0.12,0.13,0.16,0.55,0.56,0.66,0.56,0.56,0.84,0.38,0.39
5710d28fec2d1,30,Male,32,no,objTwoColors,#80FF00,0,84,211,1,Red      ,DK-Green ,0.5,0.19,0.27,0.13,0.18,0.14,0.48,0.49,0.55,0.5,0.49,0.64,0.22,0.23
5710d87585247,31,Male,3,no,objTwoColors,#80FF00,50,149,529,2,Green    ,Teal     ,0.32,0.02,0.2,0.06,0.05,0.05,0.38,0.39,0.5,0.39,0.39,0.66,0.38,0.38
5711106ab212a,33,Male,32,no,objTwoColors,#80FF00,43,216,101,3,Yellow   ,Blue     ,0.67,0.04,0.18,0.16,0.22,0.25,0.71,0.71,0.8,0.72,0.71,0.97,0.46,0.47
5711148c11035,35,Male,22,no,objTwoColors,#80FF00,155,56,996,2,Cyan     ,Green    ,0.13,0.03,0.24,0.07,0.06,0.06,0.12,0.12,0.24,0.12,0.12,0.43,0.62,0.63
571153ca15566,32,Male,32,no,objTwoColors,#80FF00,166,57,56,3,Green    ,Green    ,0.2,0.04,0.2,0.09,0.08,0.09,0.05,0.05,0.17,0.05,0.05,0.36,0.62,0.63
571252e6d2e70,31,Female,32,no,objTwoColors,#80FF00,57,180,221,5,Green    ,Blue     ,0.4,0.05,0.22,0.1,0.1,0.13,0.48,0.49,0.6,0.5,0.49,0.77,0.32,0.33
57153eb9b4bed,35,Female,31,no,objTwoColors,#80FF00,0,102,102,3,Red      ,Green    ,0.55,0.14,0.27,0.12,0.09,0.11,0.53,0.53,0.6,0.54,0.53,0.69,0.23,0.24
57190633f233f,30,Male,32,no,objTwoColors,#80FF00,62,200,328,4,Green    ,Navy-Blue,0.49,0.04,0.24,0.14,0.14,0.17,0.59,0.59,0.69,0.6,0.59,0.88,0.45,0.46
573a059da0efd,31,Female,32,yes,objTwoColors,#00FF00,197,53,385,5,LI-Blue  ,Green    ,0.4,0.04,0.18,0.12,0.14,0.17,0.17,0.17,0.05,0.15,0.17,0.2,0.68,0.68
573c783748e8b,37,Female,32,yes,objTwoColors,#00FF00,115,98,423,3,Green    ,Green    ,0.15,0.04,0.32,0.08,0.04,0.07,0.37,0.38,0.51,0.39,0.38,0.68,0.66,0.67
5740a8b59d448,31,Female,32,yes,objTwoColors,#00FF00,193,55,114,5,Sky-Blue ,Green    ,0.37,0.04,0.17,0.12,0.13,0.16,0.14,0.14,0.04,0.13,0.14,0.22,0.66,0.67
5740b686127bb,32,Male,32,yes,objTwoColors,#00FF00,160,52,77,3,Green    ,Green    ,0.18,0.04,0.22,0.07,0.07,0.08,0.11,0.11,0.19,0.1,0.11,0.42,0.63,0.63
5745b5cbe3caa,34,Female,32,no,objTwoColors,#80FF00,85,0,182,3,DK-Green ,Red      ,0.32,0.19,0.28,0.13,0.18,0.14,0.5,0.5,0.58,0.48,0.5,0.81,0.76,0.77
574859b8f3379,30,Male,32,yes,objTwoColors,#00FF00,199,65,157,4,Navy-Blue,Yellow   ,0.41,0.04,0.18,0.15,0.13,0.17,0.18,0.19,0.1,0.2,0.19,0.18,0.68,0.68
57110028bc74b,48,Female,32,no,objTwoColors,#80FF00,0,73,161,5,Red      ,Yellow   ,0.46,0.22,0.27,0.14,0.21,0.16,0.44,0.45,0.51,0.46,0.45,0.6,0.21,0.22
57112d8509632,45,Female,32,no,objTwoColors,#80FF00,56,251,286,5,Green    ,Blue     ,0.66,0.36,0.22,0.16,0.27,0.27,0.73,0.74,0.84,0.74,0.74,1.02,0.59,0.59
571154184c9bd,47,Female,32,no,objTwoColors,#80FF00,108,0,29,5,Green    ,Red      ,0.29,0.13,0.31,0.12,0.09,0.11,0.51,0.51,0.59,0.49,0.51,0.83,0.82,0.82
571183866d73f,48,Female,32,no,objTwoColors,#80FF00,217,55,137,5,Blue     ,Green    ,0.51,0.04,0.28,0.15,0.19,0.23,0.28,0.28,0.17,0.27,0.28,0.07,0.74,0.75
571290e28820b,43,Female,10,no,objTwoColors,#80FF00,50,196,80,5,Green    ,LI-Blue  ,0.52,0.04,0.2,0.12,0.14,0.18,0.58,0.59,0.68,0.59,0.59,0.86,0.38,0.38
5713b10383207,40,Male,32,no,objTwoColors,#80FF00,211,58,98,4,Blue     ,Green    ,0.47,0.04,0.24,0.15,0.17,0.21,0.24,0.24,0.15,0.24,0.24,0.09,0.72,0.73
573c70dabcfe0,49,Male,32,yes,objTwoColors,#00FF00,66,124,472,3,Yellow   ,Green    ,0.26,0.01,0.24,0.05,0.02,0.02,0.36,0.37,0.5,0.38,0.37,0.67,0.53,0.54
5740ad339507d,40,Male,32,yes,objTwoColors,#00FF00,203,57,101,4,Navy-Blue,Green    ,0.42,0.04,0.2,0.14,0.15,0.19,0.19,0.19,0.09,0.19,0.19,0.14,0.69,0.7
5740e3f36a945,49,Female,32,yes,objTwoColors,#00FF00,257,54,222,2,Blue     ,Green    ,0.56,0.36,0.39,0.16,0.27,0.27,0.33,0.33,0.21,0.32,0.33,0.03,0.77,0.77
5776cc574bf84,45,Female,21,no,objTwoColors,#80FF00,245,65,1007,5,Blue     ,Yellow   ,0.57,0.12,0.4,0.18,0.26,0.27,0.34,0.35,0.26,0.36,0.35,0.03,0.78,0.77
5710e540a9514,52,Female,32,no,objTwoColors,#80FF00,59,191,171,4,Green    ,Sky-Blue ,0.45,0.04,0.23,0.12,0.12,0.15,0.54,0.55,0.64,0.55,0.55,0.83,0.39,0.39
57116ce8cf9e5,50,Female,7,no,objTwoColors,#80FF00,0,121,174,2,Red      ,Green    ,0.56,0.1,0.27,0.12,0.09,0.1,0.54,0.55,0.62,0.56,0.55,0.7,0.24,0.25
5711800f2c5f3,59,Female,31,no,objTwoColors,#80FF00,184,55,121,3,Blue     ,Green    ,0.32,0.05,0.16,0.1,0.11,0.14,0.09,0.09,0.06,0.08,0.09,0.27,0.64,0.65
571289ef76e18,55,Female,31,no,objTwoColors,#80FF00,249,58,214,5,Blue     ,Green    ,0.56,0.36,0.4,0.17,0.26,0.27,0.33,0.33,0.24,0.33,0.33,0.01,0.77,0.78
57149713464b1,51,Female,32,no,objTwoColors,#80FF00,0,0,0,1,Red      ,Red      ,0.69,0.39,0.27,0.29,0.37,0.35,0.67,0.67,0.68,0.65,0.67,0.83,0.39,0.4
5716e9900f6ea,58,Female,31,no,objTwoColors,#80FF00,58,188,143,4,Green    ,Cyan     ,0.44,0.04,0.23,0.11,0.11,0.15,0.52,0.53,0.63,0.53,0.53,0.81,0.36,0.37
5739ff85289b2,56,Female,25,yes,objTwoColors,#00FF00,17,33,40,3,Red      ,Orange   ,0.51,0.3,0.24,0.2,0.28,0.25,0.49,0.48,0.51,0.47,0.48,0.67,0.33,0.33
57112b9e10661,64,Female,34,no,objTwoColors,#80FF00,56,206,115,2,Green    ,Navy-Blue,0.55,0.04,0.22,0.14,0.16,0.2,0.62,0.63,0.73,0.63,0.63,0.91,0.47,0.47
571165992a5c1,67,Female,32,no,objTwoColors,#80FF00,234,54,375,2,Blue     ,Green    ,0.57,0.06,0.39,0.16,0.26,0.27,0.34,0.34,0.22,0.33,0.34,0.02,0.79,0.78
5715ea836193d,83,Female,3,no,objTwoColors,#80FF00,189,58,363,1,Cyan     ,Green    ,0.33,0.04,0.16,0.11,0.11,0.15,0.11,0.11,0.05,0.11,0.11,0.23,0.65,0.66
5740b0f8e9734,62,Male,33,yes,objTwoColors,#00FF00,115,0,65,4,Green    ,Red      ,0.3,0.12,0.31,0.12,0.09,0.1,0.52,0.52,0.6,0.5,0.52,0.83,0.82,0.83
5740bda9be3dc,83,Female,32,yes,objTwoColors,#00FF00,56,206,127,4,Green    ,Navy-Blue,0.55,0.04,0.22,0.14,0.16,0.2,0.62,0.63,0.73,0.63,0.63,0.91,0.47,0.47
