id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#FFFF00,57,58,406,5,Green    ,Green    ,0.41,0.01,0.2,0.03,0.01,0.03
5710cc2b8a642,24,Male,16,no,objTwoColors,#FFFF00,90,10,121,4,Green    ,Red      ,0.78,0.04,0.3,0.03,0.03,0.01
5710cc5a7829c,27,Male,32,no,objTwoColors,#FFFF00,59,0,47,5,Green    ,Red      ,0.69,0.16,0.21,0.06,0.13,0.08
5710cf445718e,25,Male,32,no,objTwoColors,#FFFF00,0,53,47,5,Red      ,Green    ,0.16,0.18,0.14,0.07,0.15,0.1
5710d140b7c5a,26,Male,32,no,objTwoColors,#FFFF00,46,0,102,3,Green    ,Red      ,0.63,0.2,0.16,0.09,0.18,0.12
5710d28fec2d1,30,Male,32,no,objTwoColors,#FFFF00,0,210,336,1,Red      ,Blue     ,0.45,0.42,0.06,0.13,0.29,0.22
5711106ab212a,33,Male,32,no,objTwoColors,#FFFF00,43,0,29,5,Yellow   ,Red      ,0.61,0.21,0.15,0.1,0.19,0.13
5711148c11035,35,Male,22,no,objTwoColors,#FFFF00,3,0,512,3,Red      ,Red      ,0.41,0.28,0.14,0.2,0.26,0.24
57111f6c42412,22,Male,34,no,objTwoColors,#FFFF00,57,0,343,5,Green    ,Red      ,0.68,0.17,0.2,0.07,0.14,0.08
5711231e370f2,24,Male,32,yes,objTwoColors,#FFFF00,0,58,390,3,Red      ,Green    ,0.14,0.16,0.14,0.07,0.14,0.08
57112cec29456,26,Male,11,no,objTwoColors,#FFFF00,113,11,416,5,Green    ,Red      ,0.82,0.01,0.33,0.03,0.04,0.01
57112edad4a17,23,Male,10,no,objTwoColors,#FFFF00,29,0,29,2,Orange   ,Red      ,0.53,0.24,0.11,0.15,0.22,0.18
57112fc882a10,18,Male,3,no,objTwoColors,#FFFF00,40,0,307,3,Yellow   ,Red      ,0.6,0.22,0.14,0.11,0.19,0.14
57113a5534205,22,Male,31,no,objTwoColors,#FFFF00,51,59,104,5,Green    ,Green    ,0.37,0.02,0.18,0.03,0.01,0.02
57113b7f16c4b,22,Male,31,no,objTwoColors,#FFFF00,236,131,547,3,Blue     ,Green    ,0.58,0.28,0.36,0.22,0.3,0.27
57113de4aed1a,21,Male,31,no,objTwoColors,#FFFF00,89,182,170,4,Green    ,Blue     ,0.67,0.15,0.31,0.14,0.15,0.17
5711405eb4abb,18,Male,5,no,objTwoColors,#FFFF00,53,0,66,5,Green    ,Red      ,0.66,0.18,0.19,0.07,0.15,0.1
57114ca79a200,21,Male,3,no,objTwoColors,#FFFF00,352,114,318,4,Red      ,Green    ,0.04,0.03,0.15,0.04,0.03,0.02
571151812791a,20,Male,32,yes,objTwoColors,#FFFF00,229,113,243,4,Blue     ,Green    ,0.57,0.22,0.33,0.21,0.24,0.25
571153ca15566,32,Male,32,no,objTwoColors,#FFFF00,51,0,1184,1,Green    ,Red      ,0.65,0.18,0.18,0.08,0.16,0.1
57116b9b879bf,20,Male,32,no,objTwoColors,#FFFF00,53,18,138,3,Green    ,Red      ,0.61,0.12,0.19,0.05,0.11,0.08
5711760a3dfe0,21,Male,8,no,objTwoColors,#FFFF00,44,0,105,5,Yellow   ,Red      ,0.62,0.21,0.15,0.1,0.18,0.13
57119224388ef,24,Male,31,no,objTwoColors,#FFFF00,207,106,223,5,Navy-Blue,Green    ,0.5,0.16,0.19,0.19,0.18,0.21
5711ace2ee7ed,24,Male,32,no,objTwoColors,#FFFF00,55,57,71,5,Green    ,Green    ,0.4,0.01,0.2,0.03,0.01,0.03
5711cbde51bb0,24,Male,31,no,objTwoColors,#FFFF00,50,53,52,5,Green    ,Green    ,0.4,0.03,0.18,0.03,0.02,0.01
5711e54c50f6b,19,Male,4,no,objTwoColors,#FFFF00,52,0,314,4,Green    ,Red      ,0.66,0.18,0.18,0.07,0.16,0.1
