id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cd99df604,23,Female,32,no,objTwoColors,#FFFF00,60,0,149,4,Green    ,Red      ,0.69,0.16,0.21,0.06,0.13,0.07
5710ce6c1308c,23,Female,32,no,objTwoColors,#FFFF00,59,55,96,5,Green    ,Green    ,0.43,0.01,0.21,0.03,0.01,0.03
5710d71ff24c3,20,Female,32,no,objTwoColors,#FFFF00,0,0,180,1,Red      ,Red      ,0.41,0.28,0.14,0.2,0.26,0.24
5710e540a9514,52,Female,32,no,objTwoColors,#FFFF00,10,111,191,4,Red      ,Green    ,0.04,0,0.13,0.03,0.04,0.01
5710e60f69205,24,Female,31,no,objTwoColors,#FFFF00,52,0,217,4,Green    ,Red      ,0.66,0.18,0.18,0.07,0.16,0.1
5710ee55dcd72,23,Female,6,no,objTwoColors,#FFFF00,136,6,214,5,Green    ,Red      ,0.82,0.04,0.32,0.04,0.05,0.02
5710ee9e58646,25,Female,32,yes,objTwoColors,#FFFF00,5,124,159,3,Red      ,Green    ,0.03,0.02,0.14,0.03,0.03,0.01
57110028bc74b,48,Female,32,no,objTwoColors,#FFFF00,0,59,92,3,Red      ,Green    ,0.13,0.16,0.14,0.06,0.13,0.08
571103343658b,20,Female,32,no,objTwoColors,#FFFF00,61,58,127,5,Green    ,Green    ,0.43,0,0.22,0.03,0.02,0.04
57112a657ac25,20,Female,24,no,objTwoColors,#FFFF00,56,0,233,3,Green    ,Red      ,0.68,0.17,0.2,0.07,0.14,0.09
57112b9e10661,64,Female,34,no,objTwoColors,#FFFF00,213,96,102,2,Blue     ,Green    ,0.52,0.16,0.22,0.19,0.19,0.22
57112d8509632,45,Female,32,no,objTwoColors,#FFFF00,56,55,87,5,Green    ,Green    ,0.42,0.02,0.2,0.03,0.01,0.03
57112da850667,22,Female,47,no,objTwoColors,#FFFF00,66,59,197,5,Yellow   ,Green    ,0.43,0.01,0.23,0.03,0.03,0.05
57112ebc85ba1,18,Female,32,no,objTwoColors,#FFFF00,57,54,93,1,Green    ,Green    ,0.42,0.02,0.2,0.03,0.01,0.03
571130c5cd6e9,24,Female,32,no,objTwoColors,#FFFF00,56,55,352,4,Green    ,Green    ,0.42,0.02,0.2,0.03,0.01,0.03
571130d934bda,22,Female,32,no,objTwoColors,#FFFF00,59,0,233,4,Green    ,Red      ,0.69,0.16,0.21,0.06,0.13,0.08
57113163e6fb1,20,Female,10,no,objTwoColors,#FFFF00,245,141,583,3,Blue     ,Green    ,0.61,0.33,0.36,0.22,0.33,0.29
5711348e42f02,19,Female,32,no,objTwoColors,#FFFF00,46,0,504,3,Green    ,Red      ,0.63,0.2,0.16,0.09,0.18,0.12
571137a34931a,27,Female,25,no,objTwoColors,#FFFF00,50,0,73,2,Green    ,Red      ,0.65,0.19,0.18,0.08,0.16,0.11
571137cd27765,18,Female,8,no,objTwoColors,#FFFF00,245,116,567,4,Blue     ,Green    ,0.58,0.27,0.37,0.21,0.28,0.26
57113d4d93c81,18,Female,32,no,objTwoColors,#FFFF00,50,0,35,4,Green    ,Red      ,0.65,0.19,0.18,0.08,0.16,0.11
57113d9cc42b5,21,Female,12,no,objTwoColors,#FFFF00,51,0,36,5,Green    ,Red      ,0.65,0.18,0.18,0.08,0.16,0.1
57113e6176346,23,Female,30,no,objTwoColors,#FFFF00,0,57,439,1,Red      ,Green    ,0.14,0.17,0.14,0.07,0.14,0.08
571153e3025f9,22,Female,11,no,objTwoColors,#FFFF00,3,0,480,3,Red      ,Red      ,0.41,0.28,0.14,0.2,0.26,0.24
571154184c9bd,47,Female,32,no,objTwoColors,#FFFF00,53,0,105,5,Green    ,Red      ,0.66,0.18,0.19,0.07,0.15,0.1
5711641931da5,20,Female,32,no,objTwoColors,#FFFF00,62,0,134,5,Green    ,Red      ,0.7,0.15,0.22,0.06,0.13,0.07
571165992a5c1,67,Female,32,no,objTwoColors,#FFFF00,57,50,452,3,Green    ,Green    ,0.44,0.02,0.2,0.03,0.01,0.02
57116ce8cf9e5,50,Female,7,no,objTwoColors,#FFFF00,0,52,213,4,Red      ,Green    ,0.16,0.18,0.14,0.07,0.16,0.1
5711703bd85fc,18,Female,32,no,objTwoColors,#FFFF00,7,96,165,2,Red      ,Green    ,0.02,0.03,0.13,0.03,0.02,0.01
57117fe7495aa,48,Female,5,no,objTwoColors,#FFFF00,0,54,101,5,Red      ,Green    ,0.15,0.18,0.14,0.07,0.15,0.09
5711800f2c5f3,59,Female,31,no,objTwoColors,#FFFF00,46,66,427,1,Green    ,Yellow   ,0.33,0.01,0.16,0.02,0.01,0.03
571183866d73f,48,Female,32,no,objTwoColors,#FFFF00,56,0,83,4,Green    ,Red      ,0.68,0.17,0.2,0.07,0.14,0.09
5712197fbccd5,24,Female,32,no,objTwoColors,#FFFF00,3,61,440,1,Red      ,Green    ,0.13,0.14,0.14,0.06,0.12,0.07
57123e4050550,20,Female,40,no,objTwoColors,#FFFF00,48,0,553,3,Green    ,Red      ,0.64,0.19,0.17,0.09,0.17,0.11
571252e6d2e70,31,Female,32,no,objTwoColors,#FFFF00,42,0,137,5,Yellow   ,Red      ,0.61,0.21,0.15,0.11,0.19,0.13
57127bcfaafb0,22,Female,32,no,objTwoColors,#FFFF00,56,58,141,5,Green    ,Green    ,0.41,0.01,0.2,0.03,0.01,0.03
571289ef76e18,55,Female,31,no,objTwoColors,#FFFF00,21,358,102,4,Red      ,Red      ,0.48,0.26,0.11,0.17,0.24,0.2
5712bd55a8a13,27,Female,32,no,objTwoColors,#FFFF00,0,59,96,5,Red      ,Green    ,0.13,0.16,0.14,0.06,0.13,0.08
5712c2b021f58,22,Female,32,no,objTwoColors,#FFFF00,0,59,319,5,Red      ,Green    ,0.13,0.16,0.14,0.06,0.13,0.08
5712c57f97f25,25,Female,31,no,objTwoColors,#FFFF00,59,59,160,4,Green    ,Green    ,0.41,0,0.21,0.03,0.02,0.04
5713923c1bbc7,24,Female,27,no,objTwoColors,#FFFF00,3,38,177,5,Red      ,Yellow   ,0.24,0.21,0.14,0.12,0.19,0.15
5713a02a13044,24,Female,32,yes,objTwoColors,#FFFF00,1,52,85,4,Red      ,Green    ,0.16,0.18,0.14,0.07,0.15,0.1
5713aa57bebec,24,Female,12,no,objTwoColors,#FFFF00,0,67,377,3,Red      ,Yellow   ,0.1,0.13,0.14,0.06,0.12,0.06
5713ad43312ab,23,Female,1,no,objTwoColors,#FFFF00,357,0,437,3,Red      ,Red      ,0.41,0.28,0.15,0.2,0.26,0.24
5713dd915ca28,24,Female,20,no,objTwoColors,#FFFF00,0,43,88,1,Red      ,Yellow   ,0.21,0.21,0.14,0.1,0.19,0.13
5713fc80c942a,23,Female,32,no,objTwoColors,#FFFF00,58,59,308,5,Green    ,Green    ,0.4,0,0.21,0.03,0.01,0.04
571410751e7b0,22,Female,12,no,objTwoColors,#FFFF00,348,90,192,2,Red      ,Green    ,0.05,0.1,0.16,0.05,0.06,0.03
57149713464b1,51,Female,32,no,objTwoColors,#FFFF00,0,0,0,1,Red      ,Red      ,0.41,0.28,0.14,0.2,0.26,0.24
5716e9900f6ea,58,Female,31,no,objTwoColors,#FFFF00,119,359,312,3,Green    ,Red      ,0.84,0,0.33,0.03,0.02,0.01
5727f6d19e901,19,Female,5,no,objTwoColors,#FFFF00,0,38,301,3,Red      ,Yellow   ,0.24,0.22,0.14,0.12,0.2,0.15
572baa7f9493c,20,Female,10,no,objTwoColors,#FFFF00,64,0,395,3,Green    ,Red      ,0.71,0.14,0.23,0.06,0.12,0.07
5734d89183dab,19,Female,29,no,objTwoColors,#FFFF00,58,55,88,4,Green    ,Green    ,0.42,0.01,0.21,0.03,0.01,0.03
5739ff85289b2,56,Female,25,yes,objTwoColors,#CEFF00,50,196,6,2,Green    ,LI-Blue  ,0.61,0.15,0.18,0.1,0.14,0.16
573a059da0efd,31,Female,32,yes,objTwoColors,#CEFF00,199,49,84,5,Navy-Blue,Green    ,0.64,0.15,0.17,0.1,0.15,0.16
573c783748e8b,37,Female,32,yes,objTwoColors,#CEFF00,55,57,77,3,Green    ,Green    ,0.4,0.01,0.2,0.03,0.01,0.03
573ec4275ba17,24,Female,32,yes,objTwoColors,#CEFF00,55,82,223,3,Green    ,Yellow   ,0.31,0.03,0.2,0.05,0.05,0.07
5740a8b59d448,31,Female,32,yes,objTwoColors,#CEFF00,152,57,912,2,Teal     ,Green    ,0.54,0.14,0.28,0.06,0.11,0.11
5740bda9be3dc,83,Female,32,yes,objTwoColors,#CEFF00,74,88,325,5,Yellow   ,Green    ,0.36,0.08,0.26,0.08,0.1,0.12
5740e3f36a945,49,Female,32,yes,objTwoColors,#CEFF00,76,0,139,2,Yellow   ,Red      ,0.75,0.11,0.26,0.05,0.1,0.04
